context	generated_url	ordinal	chrome_127_status	subtest
sharedworker	service-workers/idlharness.https.any.sharedworker.html	104	Pass	Cache interface object length
sharedworker	service-workers/idlharness.https.any.sharedworker.html	105	Pass	Cache interface object name
sharedworker	service-workers/idlharness.https.any.sharedworker.html	106	Pass	Cache interface: existence and properties of interface prototype object
sharedworker	service-workers/idlharness.https.any.sharedworker.html	107	Pass	Cache interface: existence and properties of interface prototype object's "constructor" property
sharedworker	service-workers/idlharness.https.any.sharedworker.html	108	Pass	Cache interface: existence and properties of interface prototype object's @@unscopables property
sharedworker	service-workers/idlharness.https.any.sharedworker.html	109	Pass	Cache interface: operation match(RequestInfo, optional CacheQueryOptions)
sharedworker	service-workers/idlharness.https.any.sharedworker.html	110	Pass	Cache interface: operation matchAll(optional RequestInfo, optional CacheQueryOptions)
sharedworker	service-workers/idlharness.https.any.sharedworker.html	111	Pass	Cache interface: operation add(RequestInfo)
sharedworker	service-workers/idlharness.https.any.sharedworker.html	112	Pass	Cache interface: operation addAll(sequence<RequestInfo>)
sharedworker	service-workers/idlharness.https.any.sharedworker.html	113	Pass	Cache interface: operation put(RequestInfo, Response)
sharedworker	service-workers/idlharness.https.any.sharedworker.html	114	Pass	Cache interface: operation delete(RequestInfo, optional CacheQueryOptions)
sharedworker	service-workers/idlharness.https.any.sharedworker.html	115	Pass	Cache interface: operation keys(optional RequestInfo, optional CacheQueryOptions)
sharedworker	service-workers/idlharness.https.any.sharedworker.html	116	Pass	Cache must be primary interface of self.cacheInstance
sharedworker	service-workers/idlharness.https.any.sharedworker.html	117	Pass	Stringification of self.cacheInstance
sharedworker	service-workers/idlharness.https.any.sharedworker.html	118	Pass	Cache interface: self.cacheInstance must inherit property "match(RequestInfo, optional CacheQueryOptions)" with the proper type
sharedworker	service-workers/idlharness.https.any.sharedworker.html	119	Pass	Cache interface: calling match(RequestInfo, optional CacheQueryOptions) on self.cacheInstance with too few arguments must throw TypeError
sharedworker	service-workers/idlharness.https.any.sharedworker.html	120	Pass	Cache interface: self.cacheInstance must inherit property "matchAll(optional RequestInfo, optional CacheQueryOptions)" with the proper type
sharedworker	service-workers/idlharness.https.any.sharedworker.html	121	Pass	Cache interface: calling matchAll(optional RequestInfo, optional CacheQueryOptions) on self.cacheInstance with too few arguments must throw TypeError
sharedworker	service-workers/idlharness.https.any.sharedworker.html	122	Pass	Cache interface: self.cacheInstance must inherit property "add(RequestInfo)" with the proper type
sharedworker	service-workers/idlharness.https.any.sharedworker.html	123	Pass	Cache interface: calling add(RequestInfo) on self.cacheInstance with too few arguments must throw TypeError
sharedworker	service-workers/idlharness.https.any.sharedworker.html	124	Pass	Cache interface: self.cacheInstance must inherit property "addAll(sequence<RequestInfo>)" with the proper type
sharedworker	service-workers/idlharness.https.any.sharedworker.html	125	Pass	Cache interface: calling addAll(sequence<RequestInfo>) on self.cacheInstance with too few arguments must throw TypeError
sharedworker	service-workers/idlharness.https.any.sharedworker.html	126	Pass	Cache interface: self.cacheInstance must inherit property "put(RequestInfo, Response)" with the proper type
sharedworker	service-workers/idlharness.https.any.sharedworker.html	127	Pass	Cache interface: calling put(RequestInfo, Response) on self.cacheInstance with too few arguments must throw TypeError
sharedworker	service-workers/idlharness.https.any.sharedworker.html	128	Pass	Cache interface: self.cacheInstance must inherit property "delete(RequestInfo, optional CacheQueryOptions)" with the proper type
sharedworker	service-workers/idlharness.https.any.sharedworker.html	129	Pass	Cache interface: calling delete(RequestInfo, optional CacheQueryOptions) on self.cacheInstance with too few arguments must throw TypeError
sharedworker	service-workers/idlharness.https.any.sharedworker.html	130	Pass	Cache interface: self.cacheInstance must inherit property "keys(optional RequestInfo, optional CacheQueryOptions)" with the proper type
sharedworker	service-workers/idlharness.https.any.sharedworker.html	131	Pass	Cache interface: calling keys(optional RequestInfo, optional CacheQueryOptions) on self.cacheInstance with too few arguments must throw TypeError
sharedworker	service-workers/idlharness.https.any.sharedworker.html	132	Pass	CacheStorage interface: existence and properties of interface object
sharedworker	service-workers/idlharness.https.any.sharedworker.html	133	Pass	CacheStorage interface object length
sharedworker	service-workers/idlharness.https.any.sharedworker.html	134	Pass	CacheStorage interface object name
sharedworker	service-workers/idlharness.https.any.sharedworker.html	135	Pass	CacheStorage interface: existence and properties of interface prototype object
sharedworker	service-workers/idlharness.https.any.sharedworker.html	136	Pass	CacheStorage interface: existence and properties of interface prototype object's "constructor" property
sharedworker	service-workers/idlharness.https.any.sharedworker.html	137	Pass	CacheStorage interface: existence and properties of interface prototype object's @@unscopables property
sharedworker	service-workers/idlharness.https.any.sharedworker.html	138	Pass	CacheStorage interface: operation match(RequestInfo, optional MultiCacheQueryOptions)
sharedworker	service-workers/idlharness.https.any.sharedworker.html	139	Pass	CacheStorage interface: operation has(DOMString)
sharedworker	service-workers/idlharness.https.any.sharedworker.html	140	Pass	CacheStorage interface: operation open(DOMString)
sharedworker	service-workers/idlharness.https.any.sharedworker.html	141	Pass	CacheStorage interface: operation delete(DOMString)
sharedworker	service-workers/idlharness.https.any.sharedworker.html	142	Pass	CacheStorage interface: operation keys()
sharedworker	service-workers/idlharness.https.any.sharedworker.html	143	Pass	CacheStorage must be primary interface of caches
sharedworker	service-workers/idlharness.https.any.sharedworker.html	144	Pass	Stringification of caches
sharedworker	service-workers/idlharness.https.any.sharedworker.html	145	Pass	CacheStorage interface: caches must inherit property "match(RequestInfo, optional MultiCacheQueryOptions)" with the proper type
sharedworker	service-workers/idlharness.https.any.sharedworker.html	146	Pass	CacheStorage interface: calling match(RequestInfo, optional MultiCacheQueryOptions) on caches with too few arguments must throw TypeError
sharedworker	service-workers/idlharness.https.any.sharedworker.html	147	Pass	CacheStorage interface: caches must inherit property "has(DOMString)" with the proper type
sharedworker	service-workers/idlharness.https.any.sharedworker.html	148	Pass	CacheStorage interface: calling has(DOMString) on caches with too few arguments must throw TypeError
sharedworker	service-workers/idlharness.https.any.sharedworker.html	149	Pass	CacheStorage interface: caches must inherit property "open(DOMString)" with the proper type
sharedworker	service-workers/idlharness.https.any.sharedworker.html	150	Pass	CacheStorage interface: calling open(DOMString) on caches with too few arguments must throw TypeError
sharedworker	service-workers/idlharness.https.any.sharedworker.html	151	Pass	CacheStorage interface: caches must inherit property "delete(DOMString)" with the proper type
sharedworker	service-workers/idlharness.https.any.sharedworker.html	152	Pass	CacheStorage interface: calling delete(DOMString) on caches with too few arguments must throw TypeError
sharedworker	service-workers/idlharness.https.any.sharedworker.html	153	Pass	CacheStorage interface: caches must inherit property "keys()" with the proper type
sharedworker	service-workers/idlharness.https.any.sharedworker.html	154	Pass	WorkerGlobalScope interface: attribute caches
sharedworker	service-workers/idlharness.https.any.sharedworker.html	155	Fail	WorkerNavigator interface: attribute serviceWorker
serviceworker	service-workers/idlharness.https.any.serviceworker.html	1	Pass	idl_test setup
serviceworker	service-workers/idlharness.https.any.serviceworker.html	2	Pass	idl_test validation
serviceworker	service-workers/idlharness.https.any.serviceworker.html	3	Pass	Partial interface Navigator: original interface defined
serviceworker	service-workers/idlharness.https.any.serviceworker.html	4	Pass	Partial interface Navigator: member names are unique
serviceworker	service-workers/idlharness.https.any.serviceworker.html	5	Pass	Partial interface WorkerNavigator: original interface defined
serviceworker	service-workers/idlharness.https.any.serviceworker.html	6	Pass	Partial interface WorkerNavigator: member names are unique
serviceworker	service-workers/idlharness.https.any.serviceworker.html	7	Pass	Partial interface mixin WindowOrWorkerGlobalScope: original interface mixin defined
serviceworker	service-workers/idlharness.https.any.serviceworker.html	8	Pass	Partial interface mixin WindowOrWorkerGlobalScope: member names are unique
serviceworker	service-workers/idlharness.https.any.serviceworker.html	9	Pass	Partial interface Navigator[2]: member names are unique
serviceworker	service-workers/idlharness.https.any.serviceworker.html	10	Pass	Partial interface mixin NavigatorID: member names are unique
serviceworker	service-workers/idlharness.https.any.serviceworker.html	11	Pass	Partial interface Window: member names are unique
serviceworker	service-workers/idlharness.https.any.serviceworker.html	12	Pass	ServiceWorker includes AbstractWorker: member names are unique
serviceworker	service-workers/idlharness.https.any.serviceworker.html	13	Pass	Window includes GlobalEventHandlers: member names are unique
serviceworker	service-workers/idlharness.https.any.serviceworker.html	14	Pass	Window includes WindowEventHandlers: member names are unique
serviceworker	service-workers/idlharness.https.any.serviceworker.html	15	Pass	Window includes WindowOrWorkerGlobalScope: member names are unique
serviceworker	service-workers/idlharness.https.any.serviceworker.html	16	Pass	WorkerGlobalScope includes WindowOrWorkerGlobalScope: member names are unique
serviceworker	service-workers/idlharness.https.any.serviceworker.html	17	Pass	Navigator includes NavigatorID: member names are unique
serviceworker	service-workers/idlharness.https.any.serviceworker.html	18	Pass	Navigator includes NavigatorLanguage: member names are unique
serviceworker	service-workers/idlharness.https.any.serviceworker.html	19	Pass	Navigator includes NavigatorOnLine: member names are unique
serviceworker	service-workers/idlharness.https.any.serviceworker.html	20	Pass	Navigator includes NavigatorContentUtils: member names are unique
serviceworker	service-workers/idlharness.https.any.serviceworker.html	21	Pass	Navigator includes NavigatorCookies: member names are unique
serviceworker	service-workers/idlharness.https.any.serviceworker.html	22	Pass	Navigator includes NavigatorPlugins: member names are unique
serviceworker	service-workers/idlharness.https.any.serviceworker.html	23	Pass	Navigator includes NavigatorConcurrentHardware: member names are unique
serviceworker	service-workers/idlharness.https.any.serviceworker.html	24	Pass	Window includes AnimationFrameProvider: member names are unique
serviceworker	service-workers/idlharness.https.any.serviceworker.html	25	Pass	WorkerNavigator includes NavigatorID: member names are unique
serviceworker	service-workers/idlharness.https.any.serviceworker.html	26	Pass	WorkerNavigator includes NavigatorLanguage: member names are unique
serviceworker	service-workers/idlharness.https.any.serviceworker.html	27	Pass	WorkerNavigator includes NavigatorOnLine: member names are unique
serviceworker	service-workers/idlharness.https.any.serviceworker.html	28	Pass	WorkerNavigator includes NavigatorConcurrentHardware: member names are unique
serviceworker	service-workers/idlharness.https.any.serviceworker.html	29	Pass	Window includes WindowSessionStorage: member names are unique
serviceworker	service-workers/idlharness.https.any.serviceworker.html	30	Pass	Window includes WindowLocalStorage: member names are unique
serviceworker	service-workers/idlharness.https.any.serviceworker.html	31	Pass	ServiceWorker interface: existence and properties of interface object
serviceworker	service-workers/idlharness.https.any.serviceworker.html	32	Pass	ServiceWorker interface object length
serviceworker	service-workers/idlharness.https.any.serviceworker.html	33	Pass	ServiceWorker interface object name
serviceworker	service-workers/idlharness.https.any.serviceworker.html	34	Pass	ServiceWorker interface: existence and properties of interface prototype object
serviceworker	service-workers/idlharness.https.any.serviceworker.html	35	Pass	ServiceWorker interface: existence and properties of interface prototype object's "constructor" property
serviceworker	service-workers/idlharness.https.any.serviceworker.html	36	Pass	ServiceWorker interface: existence and properties of interface prototype object's @@unscopables property
serviceworker	service-workers/idlharness.https.any.serviceworker.html	37	Pass	ServiceWorker interface: attribute scriptURL
serviceworker	service-workers/idlharness.https.any.serviceworker.html	38	Pass	ServiceWorker interface: attribute state
serviceworker	service-workers/idlharness.https.any.serviceworker.html	39	Pass	ServiceWorker interface: operation postMessage(any, sequence<object>)
serviceworker	service-workers/idlharness.https.any.serviceworker.html	40	Pass	ServiceWorker interface: operation postMessage(any, optional StructuredSerializeOptions)
serviceworker	service-workers/idlharness.https.any.serviceworker.html	41	Pass	ServiceWorker interface: attribute onstatechange
serviceworker	service-workers/idlharness.https.any.serviceworker.html	42	Pass	ServiceWorker must be primary interface of serviceWorker
serviceworker	service-workers/idlharness.https.any.serviceworker.html	43	Pass	Stringification of serviceWorker
serviceworker	service-workers/idlharness.https.any.serviceworker.html	44	Pass	ServiceWorker interface: serviceWorker must inherit property "scriptURL" with the proper type
serviceworker	service-workers/idlharness.https.any.serviceworker.html	45	Pass	ServiceWorker interface: serviceWorker must inherit property "state" with the proper type
serviceworker	service-workers/idlharness.https.any.serviceworker.html	46	Pass	ServiceWorker interface: serviceWorker must inherit property "postMessage(any, sequence<object>)" with the proper type
serviceworker	service-workers/idlharness.https.any.serviceworker.html	47	Pass	ServiceWorker interface: calling postMessage(any, sequence<object>) on serviceWorker with too few arguments must throw TypeError
serviceworker	service-workers/idlharness.https.any.serviceworker.html	48	Pass	ServiceWorker interface: serviceWorker must inherit property "postMessage(any, optional StructuredSerializeOptions)" with the proper type
serviceworker	service-workers/idlharness.https.any.serviceworker.html	49	Pass	ServiceWorker interface: calling postMessage(any, optional StructuredSerializeOptions) on serviceWorker with too few arguments must throw TypeError
serviceworker	service-workers/idlharness.https.any.serviceworker.html	50	Pass	ServiceWorker interface: serviceWorker must inherit property "onstatechange" with the proper type
serviceworker	service-workers/idlharness.https.any.serviceworker.html	51	Pass	ServiceWorkerRegistration interface: existence and properties of interface object
serviceworker	service-workers/idlharness.https.any.serviceworker.html	52	Pass	ServiceWorkerRegistration interface object length
serviceworker	service-workers/idlharness.https.any.serviceworker.html	53	Pass	ServiceWorkerRegistration interface object name
serviceworker	service-workers/idlharness.https.any.serviceworker.html	54	Pass	ServiceWorkerRegistration interface: existence and properties of interface prototype object
serviceworker	service-workers/idlharness.https.any.serviceworker.html	55	Pass	ServiceWorkerRegistration interface: existence and properties of interface prototype object's "constructor" property
serviceworker	service-workers/idlharness.https.any.serviceworker.html	56	Pass	ServiceWorkerRegistration interface: existence and properties of interface prototype object's @@unscopables property
serviceworker	service-workers/idlharness.https.any.serviceworker.html	57	Pass	ServiceWorkerRegistration interface: attribute installing
serviceworker	service-workers/idlharness.https.any.serviceworker.html	58	Pass	ServiceWorkerRegistration interface: attribute waiting
serviceworker	service-workers/idlharness.https.any.serviceworker.html	59	Pass	ServiceWorkerRegistration interface: attribute active
serviceworker	service-workers/idlharness.https.any.serviceworker.html	60	Pass	ServiceWorkerRegistration interface: attribute navigationPreload
serviceworker	service-workers/idlharness.https.any.serviceworker.html	61	Pass	ServiceWorkerRegistration interface: attribute scope
serviceworker	service-workers/idlharness.https.any.serviceworker.html	62	Pass	ServiceWorkerRegistration interface: attribute updateViaCache
serviceworker	service-workers/idlharness.https.any.serviceworker.html	63	Pass	ServiceWorkerRegistration interface: operation update()
serviceworker	service-workers/idlharness.https.any.serviceworker.html	64	Pass	ServiceWorkerRegistration interface: operation unregister()
serviceworker	service-workers/idlharness.https.any.serviceworker.html	65	Pass	ServiceWorkerRegistration interface: attribute onupdatefound
serviceworker	service-workers/idlharness.https.any.serviceworker.html	66	Pass	ServiceWorkerRegistration must be primary interface of registration
serviceworker	service-workers/idlharness.https.any.serviceworker.html	67	Pass	Stringification of registration
serviceworker	service-workers/idlharness.https.any.serviceworker.html	68	Pass	ServiceWorkerRegistration interface: registration must inherit property "installing" with the proper type
serviceworker	service-workers/idlharness.https.any.serviceworker.html	69	Pass	ServiceWorkerRegistration interface: registration must inherit property "waiting" with the proper type
serviceworker	service-workers/idlharness.https.any.serviceworker.html	70	Pass	ServiceWorkerRegistration interface: registration must inherit property "active" with the proper type
serviceworker	service-workers/idlharness.https.any.serviceworker.html	71	Pass	ServiceWorkerRegistration interface: registration must inherit property "navigationPreload" with the proper type
serviceworker	service-workers/idlharness.https.any.serviceworker.html	72	Pass	ServiceWorkerRegistration interface: registration must inherit property "scope" with the proper type
serviceworker	service-workers/idlharness.https.any.serviceworker.html	73	Pass	ServiceWorkerRegistration interface: registration must inherit property "updateViaCache" with the proper type
serviceworker	service-workers/idlharness.https.any.serviceworker.html	74	Pass	ServiceWorkerRegistration interface: registration must inherit property "update()" with the proper type
serviceworker	service-workers/idlharness.https.any.serviceworker.html	75	Pass	ServiceWorkerRegistration interface: registration must inherit property "unregister()" with the proper type
serviceworker	service-workers/idlharness.https.any.serviceworker.html	76	Pass	ServiceWorkerRegistration interface: registration must inherit property "onupdatefound" with the proper type
serviceworker	service-workers/idlharness.https.any.serviceworker.html	77	Fail	ServiceWorkerContainer interface: existence and properties of interface object
serviceworker	service-workers/idlharness.https.any.serviceworker.html	78	Fail	ServiceWorkerContainer interface object length
serviceworker	service-workers/idlharness.https.any.serviceworker.html	79	Fail	ServiceWorkerContainer interface object name
serviceworker	service-workers/idlharness.https.any.serviceworker.html	80	Fail	ServiceWorkerContainer interface: existence and properties of interface prototype object
serviceworker	service-workers/idlharness.https.any.serviceworker.html	81	Fail	ServiceWorkerContainer interface: existence and properties of interface prototype object's "constructor" property
serviceworker	service-workers/idlharness.https.any.serviceworker.html	82	Fail	ServiceWorkerContainer interface: existence and properties of interface prototype object's @@unscopables property
serviceworker	service-workers/idlharness.https.any.serviceworker.html	83	Fail	ServiceWorkerContainer interface: attribute controller
serviceworker	service-workers/idlharness.https.any.serviceworker.html	84	Fail	ServiceWorkerContainer interface: attribute ready
serviceworker	service-workers/idlharness.https.any.serviceworker.html	85	Fail	ServiceWorkerContainer interface: operation register((TrustedScriptURL or USVString), optional RegistrationOptions)
serviceworker	service-workers/idlharness.https.any.serviceworker.html	86	Fail	ServiceWorkerContainer interface: operation getRegistration(optional USVString)
serviceworker	service-workers/idlharness.https.any.serviceworker.html	87	Fail	ServiceWorkerContainer interface: operation getRegistrations()
serviceworker	service-workers/idlharness.https.any.serviceworker.html	88	Fail	ServiceWorkerContainer interface: operation startMessages()
serviceworker	service-workers/idlharness.https.any.serviceworker.html	89	Fail	ServiceWorkerContainer interface: attribute oncontrollerchange
serviceworker	service-workers/idlharness.https.any.serviceworker.html	90	Fail	ServiceWorkerContainer interface: attribute onmessage
serviceworker	service-workers/idlharness.https.any.serviceworker.html	91	Fail	ServiceWorkerContainer interface: attribute onmessageerror
serviceworker	service-workers/idlharness.https.any.serviceworker.html	92	Fail	ServiceWorkerContainer must be primary interface of navigator.serviceWorker
serviceworker	service-workers/idlharness.https.any.serviceworker.html	93	Fail	Stringification of navigator.serviceWorker
serviceworker	service-workers/idlharness.https.any.serviceworker.html	94	Fail	ServiceWorkerContainer interface: navigator.serviceWorker must inherit property "controller" with the proper type
serviceworker	service-workers/idlharness.https.any.serviceworker.html	95	Fail	ServiceWorkerContainer interface: navigator.serviceWorker must inherit property "ready" with the proper type
serviceworker	service-workers/idlharness.https.any.serviceworker.html	96	Fail	ServiceWorkerContainer interface: navigator.serviceWorker must inherit property "register((TrustedScriptURL or USVString), optional RegistrationOptions)" with the proper type
serviceworker	service-workers/idlharness.https.any.serviceworker.html	97	Fail	ServiceWorkerContainer interface: calling register((TrustedScriptURL or USVString), optional RegistrationOptions) on navigator.serviceWorker with too few arguments must throw TypeError
serviceworker	service-workers/idlharness.https.any.serviceworker.html	98	Fail	ServiceWorkerContainer interface: navigator.serviceWorker must inherit property "getRegistration(optional USVString)" with the proper type
serviceworker	service-workers/idlharness.https.any.serviceworker.html	99	Fail	ServiceWorkerContainer interface: calling getRegistration(optional USVString) on navigator.serviceWorker with too few arguments must throw TypeError
serviceworker	service-workers/idlharness.https.any.serviceworker.html	100	Fail	ServiceWorkerContainer interface: navigator.serviceWorker must inherit property "getRegistrations()" with the proper type
serviceworker	service-workers/idlharness.https.any.serviceworker.html	101	Fail	ServiceWorkerContainer interface: navigator.serviceWorker must inherit property "startMessages()" with the proper type
serviceworker	service-workers/idlharness.https.any.serviceworker.html	102	Fail	ServiceWorkerContainer interface: navigator.serviceWorker must inherit property "oncontrollerchange" with the proper type
serviceworker	service-workers/idlharness.https.any.serviceworker.html	103	Fail	ServiceWorkerContainer interface: navigator.serviceWorker must inherit property "onmessage" with the proper type
serviceworker	service-workers/idlharness.https.any.serviceworker.html	104	Fail	ServiceWorkerContainer interface: navigator.serviceWorker must inherit property "onmessageerror" with the proper type
serviceworker	service-workers/idlharness.https.any.serviceworker.html	105	Pass	NavigationPreloadManager interface: existence and properties of interface object
serviceworker	service-workers/idlharness.https.any.serviceworker.html	106	Pass	NavigationPreloadManager interface object length
serviceworker	service-workers/idlharness.https.any.serviceworker.html	107	Pass	NavigationPreloadManager interface object name
serviceworker	service-workers/idlharness.https.any.serviceworker.html	108	Pass	NavigationPreloadManager interface: existence and properties of interface prototype object
serviceworker	service-workers/idlharness.https.any.serviceworker.html	109	Pass	NavigationPreloadManager interface: existence and properties of interface prototype object's "constructor" property
serviceworker	service-workers/idlharness.https.any.serviceworker.html	110	Pass	NavigationPreloadManager interface: existence and properties of interface prototype object's @@unscopables property
serviceworker	service-workers/idlharness.https.any.serviceworker.html	111	Pass	NavigationPreloadManager interface: operation enable()
serviceworker	service-workers/idlharness.https.any.serviceworker.html	112	Pass	NavigationPreloadManager interface: operation disable()
serviceworker	service-workers/idlharness.https.any.serviceworker.html	113	Pass	NavigationPreloadManager interface: operation setHeaderValue(ByteString)
serviceworker	service-workers/idlharness.https.any.serviceworker.html	114	Pass	NavigationPreloadManager interface: operation getState()
serviceworker	service-workers/idlharness.https.any.serviceworker.html	115	Pass	ServiceWorkerGlobalScope interface: existence and properties of interface object
serviceworker	service-workers/idlharness.https.any.serviceworker.html	116	Pass	ServiceWorkerGlobalScope interface object length
serviceworker	service-workers/idlharness.https.any.serviceworker.html	117	Pass	ServiceWorkerGlobalScope interface object name
serviceworker	service-workers/idlharness.https.any.serviceworker.html	118	Pass	ServiceWorkerGlobalScope interface: existence and properties of interface prototype object
serviceworker	service-workers/idlharness.https.any.serviceworker.html	119	Pass	ServiceWorkerGlobalScope interface: internal [[SetPrototypeOf]] method of interface prototype object - setting to a new value via Object.setPrototypeOf should throw a TypeError
serviceworker	service-workers/idlharness.https.any.serviceworker.html	120	Pass	ServiceWorkerGlobalScope interface: internal [[SetPrototypeOf]] method of interface prototype object - setting to a new value via __proto__ should throw a TypeError
serviceworker	service-workers/idlharness.https.any.serviceworker.html	121	Pass	ServiceWorkerGlobalScope interface: internal [[SetPrototypeOf]] method of interface prototype object - setting to a new value via Reflect.setPrototypeOf should return false
serviceworker	service-workers/idlharness.https.any.serviceworker.html	122	Pass	ServiceWorkerGlobalScope interface: internal [[SetPrototypeOf]] method of interface prototype object - setting to its original value via Object.setPrototypeOf should not throw
serviceworker	service-workers/idlharness.https.any.serviceworker.html	123	Pass	ServiceWorkerGlobalScope interface: internal [[SetPrototypeOf]] method of interface prototype object - setting to its original value via __proto__ should not throw
serviceworker	service-workers/idlharness.https.any.serviceworker.html	124	Pass	ServiceWorkerGlobalScope interface: internal [[SetPrototypeOf]] method of interface prototype object - setting to its original value via Reflect.setPrototypeOf should return true
serviceworker	service-workers/idlharness.https.any.serviceworker.html	125	Pass	ServiceWorkerGlobalScope interface: existence and properties of interface prototype object's "constructor" property
serviceworker	service-workers/idlharness.https.any.serviceworker.html	126	Pass	ServiceWorkerGlobalScope interface: existence and properties of interface prototype object's @@unscopables property
serviceworker	service-workers/idlharness.https.any.serviceworker.html	127	Pass	ServiceWorkerGlobalScope interface: attribute clients
serviceworker	service-workers/idlharness.https.any.serviceworker.html	128	Pass	ServiceWorkerGlobalScope interface: attribute registration
serviceworker	service-workers/idlharness.https.any.serviceworker.html	129	Pass	ServiceWorkerGlobalScope interface: attribute serviceWorker
serviceworker	service-workers/idlharness.https.any.serviceworker.html	130	Pass	ServiceWorkerGlobalScope interface: operation skipWaiting()
serviceworker	service-workers/idlharness.https.any.serviceworker.html	131	Pass	ServiceWorkerGlobalScope interface: attribute oninstall
serviceworker	service-workers/idlharness.https.any.serviceworker.html	132	Pass	ServiceWorkerGlobalScope interface: attribute onactivate
serviceworker	service-workers/idlharness.https.any.serviceworker.html	133	Pass	ServiceWorkerGlobalScope interface: attribute onfetch
serviceworker	service-workers/idlharness.https.any.serviceworker.html	134	Pass	ServiceWorkerGlobalScope interface: attribute onmessage
serviceworker	service-workers/idlharness.https.any.serviceworker.html	135	Pass	ServiceWorkerGlobalScope interface: attribute onmessageerror
serviceworker	service-workers/idlharness.https.any.serviceworker.html	136	Pass	ServiceWorkerGlobalScope interface: internal [[SetPrototypeOf]] method of global platform object - setting to a new value via Object.setPrototypeOf should throw a TypeError
serviceworker	service-workers/idlharness.https.any.serviceworker.html	137	Pass	ServiceWorkerGlobalScope interface: internal [[SetPrototypeOf]] method of global platform object - setting to a new value via __proto__ should throw a TypeError
serviceworker	service-workers/idlharness.https.any.serviceworker.html	138	Pass	ServiceWorkerGlobalScope interface: internal [[SetPrototypeOf]] method of global platform object - setting to a new value via Reflect.setPrototypeOf should return false
serviceworker	service-workers/idlharness.https.any.serviceworker.html	139	Pass	ServiceWorkerGlobalScope interface: internal [[SetPrototypeOf]] method of global platform object - setting to its original value via Object.setPrototypeOf should not throw
serviceworker	service-workers/idlharness.https.any.serviceworker.html	140	Pass	ServiceWorkerGlobalScope interface: internal [[SetPrototypeOf]] method of global platform object - setting to its original value via __proto__ should not throw
serviceworker	service-workers/idlharness.https.any.serviceworker.html	141	Pass	ServiceWorkerGlobalScope interface: internal [[SetPrototypeOf]] method of global platform object - setting to its original value via Reflect.setPrototypeOf should return true
serviceworker	service-workers/idlharness.https.any.serviceworker.html	142	Pass	ServiceWorkerGlobalScope must be primary interface of self
serviceworker	service-workers/idlharness.https.any.serviceworker.html	143	Pass	Stringification of self
serviceworker	service-workers/idlharness.https.any.serviceworker.html	144	Pass	ServiceWorkerGlobalScope interface: self must inherit property "clients" with the proper type
serviceworker	service-workers/idlharness.https.any.serviceworker.html	145	Pass	ServiceWorkerGlobalScope interface: self must inherit property "registration" with the proper type
serviceworker	service-workers/idlharness.https.any.serviceworker.html	146	Pass	ServiceWorkerGlobalScope interface: self must inherit property "serviceWorker" with the proper type
serviceworker	service-workers/idlharness.https.any.serviceworker.html	147	Pass	ServiceWorkerGlobalScope interface: self must inherit property "skipWaiting()" with the proper type
serviceworker	service-workers/idlharness.https.any.serviceworker.html	148	Pass	ServiceWorkerGlobalScope interface: self must inherit property "oninstall" with the proper type
serviceworker	service-workers/idlharness.https.any.serviceworker.html	149	Pass	ServiceWorkerGlobalScope interface: self must inherit property "onactivate" with the proper type
serviceworker	service-workers/idlharness.https.any.serviceworker.html	150	Pass	ServiceWorkerGlobalScope interface: self must inherit property "onfetch" with the proper type
serviceworker	service-workers/idlharness.https.any.serviceworker.html	151	Pass	ServiceWorkerGlobalScope interface: self must inherit property "onmessage" with the proper type
serviceworker	service-workers/idlharness.https.any.serviceworker.html	152	Pass	ServiceWorkerGlobalScope interface: self must inherit property "onmessageerror" with the proper type
serviceworker	service-workers/idlharness.https.any.serviceworker.html	153	Pass	WorkerGlobalScope interface: self must inherit property "caches" with the proper type
serviceworker	service-workers/idlharness.https.any.serviceworker.html	154	Pass	Client interface: existence and properties of interface object
serviceworker	service-workers/idlharness.https.any.serviceworker.html	155	Pass	Client interface object length
serviceworker	service-workers/idlharness.https.any.serviceworker.html	156	Pass	Client interface object name
serviceworker	service-workers/idlharness.https.any.serviceworker.html	157	Pass	Client interface: existence and properties of interface prototype object
serviceworker	service-workers/idlharness.https.any.serviceworker.html	158	Pass	Client interface: existence and properties of interface prototype object's "constructor" property
serviceworker	service-workers/idlharness.https.any.serviceworker.html	159	Pass	Client interface: existence and properties of interface prototype object's @@unscopables property
serviceworker	service-workers/idlharness.https.any.serviceworker.html	160	Pass	Client interface: attribute url
serviceworker	service-workers/idlharness.https.any.serviceworker.html	161	Pass	Client interface: attribute frameType
serviceworker	service-workers/idlharness.https.any.serviceworker.html	162	Pass	Client interface: attribute id
serviceworker	service-workers/idlharness.https.any.serviceworker.html	163	Pass	Client interface: attribute type
serviceworker	service-workers/idlharness.https.any.serviceworker.html	164	Pass	Client interface: operation postMessage(any, sequence<object>)
serviceworker	service-workers/idlharness.https.any.serviceworker.html	165	Pass	Client interface: operation postMessage(any, optional StructuredSerializeOptions)
serviceworker	service-workers/idlharness.https.any.serviceworker.html	166	Pass	WindowClient interface: existence and properties of interface object
serviceworker	service-workers/idlharness.https.any.serviceworker.html	167	Pass	WindowClient interface object length
serviceworker	service-workers/idlharness.https.any.serviceworker.html	168	Pass	WindowClient interface object name
