# 交叉验证：ZeroWeb 同源 vs chromium Oracle（DC-14）
# dump: /home/lei/work/ZeroWeb/target/reftest-dump
# oracle: /home/lei/work/ZeroWeb/tests/wpt-runner/oracle-shots
# 阈值: chan>5, 同源通过<0.50%, Oracle不一致>1.00%

| safe_id | 判定 | z_vs_ref | z_vs_chr |
| css_css-multicol_change-intrinsic-width_html | self-fail | 14.25% | 15.08% |
| css_css-multicol_change-transform-in-nested_html | self-fail | 2.08% | 2.87% |
| css_css-multicol_change-transform-in-second-column_html | self-pass | 0.00% | 0.83% |
| css_css-multicol_change-transform-in-spanner_html | self-pass | 0.00% | 0.83% |
| css_css-multicol_change-transform_html | self-pass | 0.00% | 0.83% |
| css_css-multicol_column-balancing-paged-001-print_html | self-fail | 48.39% | 81.19% |
| css_css-multicol_column-balancing-with-span-and-oof-001_html | self-fail | 2.08% | 2.74% |
| css_css-multicol_column-balancing-with-span-and-oof-002_html | self-fail | 2.08% | 2.74% |
| css_css-multicol_column-fill-balance-orthog-block-001_html | POLLUTED | 0.00% | 3.04% |
| css_css-multicol_column-height-001_html | self-fail | 3.12% | 3.94% |
| css_css-multicol_column-height-002_html | self-fail | 2.42% | 3.24% |
| css_css-multicol_column-height-003_html | self-fail | 1.77% | 2.59% |
| css_css-multicol_column-height-004_html | self-fail | 1.25% | 2.06% |
| css_css-multicol_column-height-005_html | self-fail | 3.12% | 3.94% |
| css_css-multicol_column-height-006_html | self-fail | 0.62% | 1.46% |
| css_css-multicol_column-height-007_html | self-fail | 1.35% | 2.18% |
| css_css-multicol_column-height-008_html | self-fail | 2.76% | 3.57% |
| css_css-multicol_column-height-009_html | self-fail | 11.82% | 11.84% |
| css_css-multicol_column-height-010_html | self-fail | 3.12% | 3.94% |
| css_css-multicol_column-height-011_html | self-fail | 1.56% | 2.38% |
| css_css-multicol_column-height-012_html | POLLUTED | 0.42% | 1.23% |
| css_css-multicol_column-height-013_html | self-fail | 0.78% | 1.60% |
| css_css-multicol_column-height-014_html | self-fail | 1.25% | 2.08% |
| css_css-multicol_column-height-015_html | self-fail | 1.25% | 2.08% |
| css_css-multicol_column-height-016_html | self-fail | 1.92% | 2.73% |
| css_css-multicol_column-height-017_html | self-fail | 1.25% | 2.07% |
| css_css-multicol_column-height-018_html | self-fail | 0.73% | 1.55% |
| css_css-multicol_column-height-019_html | self-fail | 0.89% | 1.72% |
| css_css-multicol_column-height-020_html | self-fail | 1.04% | 1.86% |
| css_css-multicol_column-height-021_html | self-pass | 0.02% | 0.81% |
| css_css-multicol_column-height-022_html | self-pass | 0.06% | 0.85% |
| css_css-multicol_column-height-023_html | self-fail | 2.08% | 2.91% |
| css_css-multicol_column-height-024_html | self-fail | 1.50% | 2.31% |
| css_css-multicol_column-height-025_html | self-fail | 0.94% | 1.76% |
| css_css-multicol_column-height-026_html | self-fail | 1.04% | 1.86% |
| css_css-multicol_column-height-027_html | self-fail | 0.78% | 1.61% |
| css_css-multicol_column-height-028_html | self-fail | 0.62% | 1.46% |
| css_css-multicol_column-height-029_html | self-fail | 0.57% | 1.40% |
| css_css-multicol_column-height-030_html | self-fail | 3.12% | 3.94% |
| css_css-multicol_column-pseudo-background-color_html | self-pass | 0.00% | 0.53% |
| css_css-multicol_column-rule-002_html | self-fail | 0.75% | 1.69% |
| css_css-multicol_column-wrap-no-constraints-001_html | self-fail | 2.08% | 2.90% |
| css_css-multicol_column-wrap-no-constraints-002_html | POLLUTED | 0.31% | 1.12% |
| css_css-multicol_columnfill-auto-max-height-001_html | self-fail | 1.96% | 2.75% |
| css_css-multicol_columnfill-auto-max-height-002_html | self-fail | 1.98% | 2.76% |
| css_css-multicol_columnfill-auto-max-height-003_html | self-fail | 1.04% | 1.86% |
| css_css-multicol_composited-under-clip-under-multicol_html | self-fail | 0.83% | 0.83% |
| css_css-multicol_equal-gap-and-rule_html | self-fail | 0.58% | 1.41% |
| css_css-multicol_fixed-in-multicol-with-transform-container_html | self-fail | 2.08% | 2.89% |
| css_css-multicol_fixed-in-nested-multicol-with-transform-container_html | self-fail | 2.08% | 2.89% |
| css_css-multicol_fixed-in-nested-multicol-with-viewport-container_html | self-fail | 3.47% | 4.27% |
| css_css-multicol_fixed-in-nested-multicol_html | self-fail | 2.08% | 2.89% |
| css_css-multicol_fixed-size-child-with-overflow_html | self-fail | 3.00% | 3.81% |
| css_css-multicol_fixedpos-static-pos-with-viewport-cb-001_html | self-fail | 2.55% | 3.28% |
| css_css-multicol_fixedpos-static-pos-with-viewport-cb-002_html | self-fail | 2.55% | 3.28% |
| css_css-multicol_fixedpos-static-pos-with-viewport-cb-003_html | self-fail | 3.10% | 3.91% |
| css_css-multicol_float-and-block_html | self-fail | 3.12% | 3.94% |
| css_css-multicol_float-with-line-after-spanner_html | POLLUTED | 0.11% | 1.29% |
| css_css-multicol_inline-block-and-column-span-all_html | self-fail | 1.04% | 1.83% |
| css_css-multicol_intrinsic-size-001_html | POLLUTED | 0.42% | 1.24% |
| css_css-multicol_intrinsic-size-002_html | self-pass | 0.00% | 0.83% |
| css_css-multicol_intrinsic-size-003_html | self-pass | 0.00% | 0.83% |
| css_css-multicol_intrinsic-size-004_html | self-fail | 6.25% | 7.08% |
| css_css-multicol_intrinsic-size-005_html | self-pass | 0.00% | 0.83% |
| css_css-multicol_intrinsic-width-change-column-count_html | self-pass | 0.00% | 0.83% |
| css_css-multicol_large-actual-column-count_html | self-fail | 2.08% | 2.89% |
| css_css-multicol_max-height-stretch-relayout_html | self-fail | 2.08% | 5.07% |
| css_css-multicol_move-with-text-after-paint_html | POLLUTED | 0.00% | 4.02% |
| css_css-multicol_moz-multicol3-column-balancing-break-inside-avoid-1_html | self-fail | 1.76% | 2.29% |
| css_css-multicol_multicol-basic-001_html | self-fail | 6.05% | 11.11% |
| css_css-multicol_multicol-basic-002_html | self-fail | 6.05% | 11.11% |
| css_css-multicol_multicol-basic-003_html | self-fail | 6.05% | 11.11% |
| css_css-multicol_multicol-basic-004_html | self-fail | 6.05% | 11.11% |
| css_css-multicol_multicol-basic-005_xht | POLLUTED | 0.00% | 2.31% |
| css_css-multicol_multicol-basic-006_xht | POLLUTED | 0.00% | 2.31% |
| css_css-multicol_multicol-basic-007_xht | POLLUTED | 0.00% | 2.31% |
| css_css-multicol_multicol-basic-008_xht | POLLUTED | 0.00% | 2.31% |
| css_css-multicol_multicol-block-no-clip-001_xht | self-fail | 1.50% | 1.50% |
| css_css-multicol_multicol-block-no-clip-002_xht | self-fail | 3.46% | 2.97% |
| css_css-multicol_multicol-br-inside-avoidcolumn-001_xht | self-fail | 2.08% | 2.96% |
| css_css-multicol_multicol-break-000_xht | POLLUTED | 0.33% | 1.22% |
| css_css-multicol_multicol-break-001_xht | POLLUTED | 0.33% | 1.22% |
| css_css-multicol_multicol-breaking-000_html | self-pass | 0.34% | 0.66% |
| css_css-multicol_multicol-breaking-001_html | self-fail | 0.66% | 1.51% |
| css_css-multicol_multicol-breaking-002_html | self-fail | 0.98% | 2.40% |
| css_css-multicol_multicol-breaking-003_html | self-fail | 0.67% | 1.51% |
| css_css-multicol_multicol-breaking-004_html | self-fail | 5.60% | 6.45% |
| css_css-multicol_multicol-breaking-005_html | self-fail | 21.74% | 22.28% |
| css_css-multicol_multicol-breaking-006_html | self-fail | 1.20% | 1.91% |
| css_css-multicol_multicol-breaking-nobackground-000_html | self-pass | 0.17% | 0.49% |
| css_css-multicol_multicol-breaking-nobackground-001_html | POLLUTED | 0.50% | 1.35% |
| css_css-multicol_multicol-breaking-nobackground-002_html | self-fail | 0.82% | 2.24% |
| css_css-multicol_multicol-breaking-nobackground-003_html | self-fail | 0.50% | 1.35% |
| css_css-multicol_multicol-breaking-nobackground-004_html | self-fail | 4.41% | 5.26% |
| css_css-multicol_multicol-breaking-nobackground-005_html | self-fail | 0.82% | 2.24% |
| css_css-multicol_multicol-clip-001_xht | self-pass | 0.22% | 0.22% |
| css_css-multicol_multicol-clip-002_xht | self-pass | 0.39% | 0.39% |
| css_css-multicol_multicol-clip-scrolled-content-001_html | self-fail | 0.57% | 0.96% |
| css_css-multicol_multicol-collapsing-001_xht | self-fail | 1.73% | 1.73% |
| css_css-multicol_multicol-columns-001_xht | self-fail | 10.14% | 9.95% |
| css_css-multicol_multicol-columns-002_xht | self-fail | 10.14% | 9.95% |
| css_css-multicol_multicol-columns-003_xht | self-fail | 10.14% | 9.95% |
| css_css-multicol_multicol-columns-004_xht | self-fail | 10.14% | 9.95% |
| css_css-multicol_multicol-columns-005_xht | self-fail | 10.14% | 9.95% |
| css_css-multicol_multicol-columns-006_xht | self-fail | 10.14% | 9.95% |
| css_css-multicol_multicol-columns-007_xht | self-fail | 7.00% | 7.00% |
| css_css-multicol_multicol-columns-invalid-001_xht | self-fail | 0.65% | 0.65% |
| css_css-multicol_multicol-columns-invalid-002_xht | self-fail | 0.65% | 0.65% |
| css_css-multicol_multicol-columns-toolong-001_xht | self-fail | 0.65% | 0.65% |
| css_css-multicol_multicol-contained-absolute_html | POLLUTED | 0.00% | 16.33% |
| css_css-multicol_multicol-containing-001_xht | self-pass | 0.31% | 0.31% |
| css_css-multicol_multicol-containing-002_xht | self-fail | 3.92% | 3.42% |
| css_css-multicol_multicol-containing-003_html | self-fail | 2.08% | 2.89% |
| css_css-multicol_multicol-count-001_xht | self-fail | 10.14% | 9.95% |
| css_css-multicol_multicol-count-002_xht | self-fail | 9.34% | 8.47% |
| css_css-multicol_multicol-count-computed-003_xht | self-fail | 0.85% | 0.85% |
| css_css-multicol_multicol-count-computed-004_xht | self-pass | 0.00% | 0.00% |
| css_css-multicol_multicol-count-computed-005_xht | self-fail | 0.85% | 0.85% |
| css_css-multicol_multicol-count-negative-001_xht | self-fail | 1.17% | 1.17% |
| css_css-multicol_multicol-count-negative-002_xht | self-fail | 1.17% | 1.17% |
| css_css-multicol_multicol-count-non-integer-001_xht | self-fail | 1.17% | 1.17% |
| css_css-multicol_multicol-count-non-integer-002_xht | self-fail | 1.17% | 1.17% |
| css_css-multicol_multicol-count-non-integer-003_xht | self-fail | 1.00% | 1.00% |
| css_css-multicol_multicol-dynamic-add-002_html | self-pass | 0.02% | 0.03% |
| css_css-multicol_multicol-dynamic-add-003_html | self-pass | 0.04% | 0.03% |
| css_css-multicol_multicol-dynamic-add-004_html | self-pass | 0.04% | 0.03% |
| css_css-multicol_multicol-dynamic-change-inside-break-inside-avoid-001_html | self-fail | 0.97% | 1.42% |
| css_css-multicol_multicol-fill-000_xht | self-fail | 6.54% | 4.36% |
| css_css-multicol_multicol-fill-001_xht | POLLUTED | 0.16% | 1.75% |
| css_css-multicol_multicol-fill-auto-001_xht | self-fail | 0.63% | 9.15% |
| css_css-multicol_multicol-fill-auto-002_xht | self-pass | 0.33% | 0.33% |
| css_css-multicol_multicol-fill-auto-003_xht | self-fail | 6.58% | 5.68% |
| css_css-multicol_multicol-fill-auto-004_html | self-fail | 1.93% | 2.74% |
| css_css-multicol_multicol-fill-auto-005_html | self-fail | 1.25% | 2.08% |
| css_css-multicol_multicol-fill-auto-block-children-001_xht | self-pass | 0.00% | 0.97% |
| css_css-multicol_multicol-fill-auto-block-children-002_xht | self-fail | 8.03% | 1.53% |
| css_css-multicol_multicol-fill-auto-block-children-003_html | POLLUTED | 0.00% | 1.63% |
| css_css-multicol_multicol-fill-balance-001_xht | self-pass | 0.33% | 0.33% |
| css_css-multicol_multicol-fill-balance-002_html | self-fail | 2.08% | 2.76% |
| css_css-multicol_multicol-fill-balance-003_html | self-fail | 2.08% | 2.90% |
| css_css-multicol_multicol-fill-balance-004_html | self-fail | 2.08% | 2.87% |
| css_css-multicol_multicol-fill-balance-005_html | self-fail | 2.08% | 2.90% |
| css_css-multicol_multicol-fill-balance-006_html | self-fail | 1.04% | 1.72% |
| css_css-multicol_multicol-fill-balance-018_html | self-fail | 2.08% | 2.90% |
| css_css-multicol_multicol-fill-balance-024_html | self-fail | 1.04% | 1.85% |
| css_css-multicol_multicol-fill-balance-026_html | self-fail | 2.81% | 3.62% |
| css_css-multicol_multicol-fill-balance-029_html | self-fail | 2.08% | 2.90% |
| css_css-multicol_multicol-fill-balance-030_html | POLLUTED | 0.42% | 1.24% |
| css_css-multicol_multicol-fill-balance-031_html | self-pass | 0.00% | 0.83% |
| css_css-multicol_multicol-fill-balance-032_html | self-fail | 1.65% | 2.47% |
| css_css-multicol_multicol-fill-balance-033_html | self-pass | 0.00% | 0.83% |
| css_css-multicol_multicol-fill-balance-034_html | self-pass | 0.00% | 0.83% |
| css_css-multicol_multicol-fill-balance-035_html | self-fail | 2.08% | 2.89% |
| css_css-multicol_multicol-fill-balance-036_html | self-pass | 0.00% | 0.83% |
| css_css-multicol_multicol-fill-balance-037_html | self-pass | 0.00% | 0.83% |
| css_css-multicol_multicol-fill-balance-038_html | self-pass | 0.00% | 0.83% |
| css_css-multicol_multicol-fill-balance-039_html | self-pass | 0.00% | 0.83% |
| css_css-multicol_multicol-fill-balance-040_html | self-fail | 1.25% | 2.08% |
| css_css-multicol_multicol-fill-balance-041_html | self-fail | 1.46% | 2.26% |
| css_css-multicol_multicol-fill-balance-nested-000_html | self-pass | 0.00% | 0.83% |
| css_css-multicol_multicol-gap-000_xht | self-fail | 5.00% | 5.72% |
| css_css-multicol_multicol-gap-001_xht | self-fail | 0.67% | 1.26% |
| css_css-multicol_multicol-gap-002_xht | self-pass | 0.15% | 0.15% |
| css_css-multicol_multicol-gap-003_xht | self-fail | 0.79% | 0.79% |
| css_css-multicol_multicol-gap-fraction-001_xht | self-fail | 0.89% | 0.89% |
| css_css-multicol_multicol-gap-fraction-002_html | self-fail | 0.92% | 1.38% |
| css_css-multicol_multicol-gap-large-001_xht | self-pass | 0.15% | 0.15% |
| css_css-multicol_multicol-gap-large-002_xht | self-fail | 1.13% | 1.13% |
| css_css-multicol_multicol-gap-negative-001_xht | self-fail | 1.07% | 1.07% |
| css_css-multicol_multicol-height-001_xht | POLLUTED | 0.37% | 1.26% |
| css_css-multicol_multicol-height-002-print_xht | self-fail | 3.19% | 8.75% |
| css_css-multicol_multicol-height-block-child-001_xht | self-fail | 6.59% | 6.59% |
| css_css-multicol_multicol-inherit-001_xht | self-fail | 10.04% | 5.38% |
| css_css-multicol_multicol-inherit-002_xht | self-fail | 8.04% | 10.21% |
| css_css-multicol_multicol-inherit-003_xht | self-fail | 3.45% | 3.45% |
| css_css-multicol_multicol-list-item-001_xht | self-fail | 4.17% | 4.17% |
| css_css-multicol_multicol-list-item-002_html | self-fail | 6.93% | 6.34% |
| css_css-multicol_multicol-list-item-003_html | self-pass | 0.17% | 0.21% |
| css_css-multicol_multicol-list-item-004_html | self-pass | 0.00% | 0.48% |
| css_css-multicol_multicol-list-item-005_html | self-pass | 0.39% | 0.48% |
| css_css-multicol_multicol-list-item-006_html | self-pass | 0.00% | 0.19% |
| css_css-multicol_multicol-list-item-007_html | self-fail | 0.74% | 0.99% |
| css_css-multicol_multicol-list-item-008_html | self-pass | 0.14% | 0.27% |
| css_css-multicol_multicol-margin-001_xht | self-fail | 6.15% | 6.98% |
| css_css-multicol_multicol-margin-002_xht | self-fail | 5.62% | 6.46% |
| css_css-multicol_multicol-margin-003_html | self-fail | 1.83% | 2.51% |
| css_css-multicol_multicol-margin-child-001_xht | self-fail | 6.94% | 6.94% |
| css_css-multicol_multicol-nested-002_xht | self-fail | 10.21% | 10.21% |
| css_css-multicol_multicol-nested-005_xht | self-fail | 10.49% | 10.85% |
| css_css-multicol_multicol-nested-007_html | self-fail | 0.52% | 1.35% |
| css_css-multicol_multicol-nested-008_html | self-fail | 0.52% | 1.35% |
| css_css-multicol_multicol-nested-009_html | self-fail | 0.52% | 1.35% |
| css_css-multicol_multicol-nested-010_html | self-fail | 0.52% | 1.35% |
| css_css-multicol_multicol-nested-011_html | self-fail | 1.56% | 2.37% |
| css_css-multicol_multicol-nested-013_html | self-fail | 0.78% | 1.60% |
| css_css-multicol_multicol-nested-014_html | self-fail | 0.94% | 1.75% |
| css_css-multicol_multicol-nested-015_html | self-fail | 2.12% | 2.94% |
| css_css-multicol_multicol-nested-016_html | self-fail | 1.08% | 1.90% |
| css_css-multicol_multicol-nested-017_html | self-fail | 0.99% | 1.80% |
| css_css-multicol_multicol-nested-018_html | self-fail | 0.52% | 1.35% |
| css_css-multicol_multicol-nested-019_html | self-fail | 1.04% | 1.86% |
| css_css-multicol_multicol-nested-020_html | self-fail | 2.08% | 2.90% |
| css_css-multicol_multicol-nested-021_html | self-fail | 0.78% | 1.60% |
| css_css-multicol_multicol-nested-022_html | self-fail | 0.52% | 1.35% |
| css_css-multicol_multicol-nested-023_html | self-fail | 0.52% | 1.35% |
| css_css-multicol_multicol-nested-024_html | self-fail | 1.04% | 1.87% |
| css_css-multicol_multicol-nested-025_html | self-pass | 0.00% | 0.46% |
| css_css-multicol_multicol-nested-026_html | self-fail | 0.78% | 1.61% |
| css_css-multicol_multicol-nested-027_html | self-pass | 0.00% | 0.83% |
| css_css-multicol_multicol-nested-028_html | self-pass | 0.00% | 0.83% |
| css_css-multicol_multicol-nested-029_html | self-fail | 1.76% | 0.67% |
| css_css-multicol_multicol-nested-030_html | self-fail | 3.12% | 3.92% |
| css_css-multicol_multicol-nested-031_html | self-fail | 1.04% | 1.85% |
| css_css-multicol_multicol-nested-032_html | self-fail | 1.04% | 1.86% |
| css_css-multicol_multicol-nested-033_html | POLLUTED | 0.00% | 1.33% |
| css_css-multicol_multicol-nested-column-rule-001_xht | self-pass | 0.46% | 0.46% |
| css_css-multicol_multicol-nested-column-rule-002_html | self-fail | 1.71% | 2.27% |
| css_css-multicol_multicol-nested-column-rule-003_html | self-fail | 1.67% | 2.48% |
| css_css-multicol_multicol-nested-margin-001_xht | self-pass | 0.04% | 0.04% |
| css_css-multicol_multicol-nested-margin-002_xht | self-fail | 8.04% | 8.59% |
| css_css-multicol_multicol-nested-margin-003_xht | self-fail | 10.48% | 10.48% |
| css_css-multicol_multicol-nested-margin-004_xht | self-fail | 4.44% | 4.44% |
| css_css-multicol_multicol-nested-margin-005_xht | self-fail | 4.44% | 4.44% |
| css_css-multicol_multicol-on-broken-image-alt-text_html | self-fail | 10.42% | 11.25% |
| css_css-multicol_multicol-oof-inline-cb-001_html | self-fail | 1.82% | 2.92% |
| css_css-multicol_multicol-oof-inline-cb-002_html | self-fail | 1.58% | 2.46% |
| css_css-multicol_multicol-overflow-000_xht | self-fail | 4.16% | 2.07% |
| css_css-multicol_multicol-overflow-clip-auto-sized_html | self-pass | 0.00% | 0.42% |
| css_css-multicol_multicol-overflow-clip-positioned_html | self-fail | 16.33% | 16.00% |
| css_css-multicol_multicol-overflow-clip_html | self-pass | 0.00% | 0.33% |
| css_css-multicol_multicol-overflowing-001_xht | self-fail | 5.32% | 5.32% |
| css_css-multicol_multicol-reduce-000_xht | self-fail | 1.25% | 3.40% |
| css_css-multicol_multicol-rule-000_xht | self-fail | 3.77% | 4.49% |
| css_css-multicol_multicol-rule-001_xht | self-fail | 3.25% | 3.93% |
| css_css-multicol_multicol-rule-002_xht | self-fail | 1.28% | 0.64% |
| css_css-multicol_multicol-rule-003_xht | self-fail | 1.91% | 1.54% |
| css_css-multicol_multicol-rule-004_xht | self-fail | 2.13% | 2.88% |
| css_css-multicol_multicol-rule-color-001_xht | self-fail | 1.54% | 1.38% |
| css_css-multicol_multicol-rule-color-inherit-001_xht | POLLUTED | 0.00% | 3.83% |
| css_css-multicol_multicol-rule-color-inherit-002_xht | POLLUTED | 0.00% | 3.83% |
| css_css-multicol_multicol-rule-dashed-000_xht | self-fail | 5.17% | 6.30% |
| css_css-multicol_multicol-rule-dotted-000_xht | self-fail | 5.19% | 6.40% |
| css_css-multicol_multicol-rule-double-000_xht | self-fail | 5.14% | 6.28% |
| css_css-multicol_multicol-rule-fraction-001_xht | self-fail | 1.62% | 1.28% |
| css_css-multicol_multicol-rule-fraction-002_xht | self-fail | 1.55% | 1.55% |
| css_css-multicol_multicol-rule-fraction-003_xht | self-fail | 1.18% | 0.64% |
| css_css-multicol_multicol-rule-groove-000_xht | self-fail | 5.15% | 6.34% |
| css_css-multicol_multicol-rule-hidden-000_xht | self-fail | 5.12% | 5.81% |
| css_css-multicol_multicol-rule-inset-000_xht | self-fail | 5.15% | 6.34% |
| css_css-multicol_multicol-rule-large-001_xht | self-fail | 3.22% | 3.22% |
| css_css-multicol_multicol-rule-nested-balancing-001_html | self-fail | 6.27% | 6.71% |
| css_css-multicol_multicol-rule-nested-balancing-002_html | self-fail | 16.56% | 16.15% |
| css_css-multicol_multicol-rule-nested-balancing-003_html | self-fail | 20.73% | 20.10% |
| css_css-multicol_multicol-rule-nested-balancing-004_html | POLLUTED | 0.00% | 25.17% |
| css_css-multicol_multicol-rule-none-000_xht | self-fail | 5.12% | 5.81% |
| css_css-multicol_multicol-rule-outset-000_xht | self-fail | 5.15% | 6.34% |
| css_css-multicol_multicol-rule-percent-001_xht | self-fail | 4.79% | 4.78% |
| css_css-multicol_multicol-rule-px-001_xht | self-fail | 1.37% | 0.61% |
| css_css-multicol_multicol-rule-ridge-000_xht | self-fail | 5.15% | 6.34% |
| css_css-multicol_multicol-rule-samelength-001_xht | self-fail | 2.05% | 2.89% |
| css_css-multicol_multicol-rule-shorthand-001_xht | self-fail | 2.08% | 2.92% |
| css_css-multicol_multicol-rule-shorthand-2_xht | self-fail | 1.11% | 1.53% |
| css_css-multicol_multicol-rule-solid-000_xht | self-fail | 5.15% | 6.34% |
| css_css-multicol_multicol-rule-stacking-001_xht | self-fail | 2.32% | 2.21% |
| css_css-multicol_multicol-scroll-content_html | self-fail | 9.38% | 9.38% |
| css_css-multicol_multicol-shorthand-001_xht | self-fail | 1.14% | 0.89% |
| css_css-multicol_multicol-span-000_xht | self-fail | 4.59% | 5.44% |
| css_css-multicol_multicol-span-all-001_xht | self-fail | 17.43% | 5.18% |
| css_css-multicol_multicol-span-all-002_xht | self-fail | 3.67% | 2.67% |
| css_css-multicol_multicol-span-all-003_xht | self-fail | 12.64% | 14.66% |
| css_css-multicol_multicol-span-all-004_html | POLLUTED | 0.00% | 4.27% |
| css_css-multicol_multicol-span-all-005_html | self-fail | 2.92% | 5.20% |
| css_css-multicol_multicol-span-all-006_html | self-pass | 0.33% | 0.86% |
| css_css-multicol_multicol-span-all-007_html | self-pass | 0.35% | 0.85% |
| css_css-multicol_multicol-span-all-008_html | self-pass | 0.35% | 0.88% |
| css_css-multicol_multicol-span-all-009_html | self-pass | 0.20% | 0.68% |
| css_css-multicol_multicol-span-all-010_html | POLLUTED | 0.00% | 3.60% |
| css_css-multicol_multicol-span-all-011_html | self-fail | 0.76% | 0.76% |
| css_css-multicol_multicol-span-all-012_html | self-fail | 1.30% | 2.12% |
| css_css-multicol_multicol-span-all-013_html | self-fail | 1.67% | 2.49% |
| css_css-multicol_multicol-span-all-014_html | self-fail | 1.56% | 2.35% |
| css_css-multicol_multicol-span-all-015_html | self-fail | 2.40% | 3.21% |
| css_css-multicol_multicol-span-all-017_html | self-pass | 0.00% | 0.83% |
| css_css-multicol_multicol-span-all-018_html | self-fail | 1.35% | 2.17% |
| css_css-multicol_multicol-span-all-019_html | self-fail | 1.51% | 2.32% |
| css_css-multicol_multicol-span-all-020_html | self-fail | 1.00% | 1.70% |
| css_css-multicol_multicol-span-all-block-sibling-003_xht | self-fail | 2.29% | 15.52% |
| css_css-multicol_multicol-span-all-button-001_html | POLLUTED | 0.00% | 9.59% |
| css_css-multicol_multicol-span-all-button-002_html | POLLUTED | 0.10% | 11.65% |
| css_css-multicol_multicol-span-all-button-003_html | POLLUTED | 0.09% | 11.66% |
| css_css-multicol_multicol-span-all-children-height-001_html | self-fail | 0.56% | 0.60% |
| css_css-multicol_multicol-span-all-children-height-002_html | self-fail | 16.73% | 10.66% |
| css_css-multicol_multicol-span-all-children-height-003_html | self-fail | 12.56% | 28.48% |
| css_css-multicol_multicol-span-all-children-height-004a_html | self-fail | 7.29% | 30.25% |
| css_css-multicol_multicol-span-all-children-height-004b_html | self-fail | 16.33% | 28.17% |
| css_css-multicol_multicol-span-all-children-height-005_html | self-fail | 1.04% | 2.82% |
| css_css-multicol_multicol-span-all-children-height-006_html | self-fail | 6.49% | 21.87% |
| css_css-multicol_multicol-span-all-children-height-007_html | self-fail | 10.49% | 15.19% |
| css_css-multicol_multicol-span-all-children-height-008_html | self-fail | 1.16% | 1.53% |
| css_css-multicol_multicol-span-all-children-height-009_html | self-fail | 1.04% | 1.86% |
| css_css-multicol_multicol-span-all-children-height-010_html | self-fail | 1.04% | 1.85% |
| css_css-multicol_multicol-span-all-children-height-011_html | self-fail | 4.48% | 5.30% |
| css_css-multicol_multicol-span-all-children-height-012_html | self-fail | 1.15% | 1.97% |
| css_css-multicol_multicol-span-all-children-height-013_html | self-fail | 1.82% | 2.64% |
| css_css-multicol_multicol-span-all-dynamic-add-001_html | self-fail | 0.50% | 0.73% |
| css_css-multicol_multicol-span-all-dynamic-add-002_html | self-pass | 0.38% | 0.72% |
| css_css-multicol_multicol-span-all-dynamic-add-003_html | self-pass | 0.45% | 0.72% |
| css_css-multicol_multicol-span-all-dynamic-add-004_html | self-fail | 1.41% | 1.76% |
| css_css-multicol_multicol-span-all-dynamic-add-005_html | self-pass | 0.27% | 0.75% |
| css_css-multicol_multicol-span-all-dynamic-add-006_html | self-pass | 0.33% | 0.79% |
| css_css-multicol_multicol-span-all-dynamic-add-007_html | POLLUTED | 0.06% | 1.01% |
| css_css-multicol_multicol-span-all-dynamic-add-008_html | self-fail | 0.81% | 1.27% |
| css_css-multicol_multicol-span-all-dynamic-add-009_html | self-pass | 0.36% | 0.68% |
| css_css-multicol_multicol-span-all-dynamic-add-010_html | self-pass | 0.37% | 0.61% |
| css_css-multicol_multicol-span-all-dynamic-add-011_html | self-fail | 0.57% | 0.61% |
| css_css-multicol_multicol-span-all-dynamic-add-012_html | self-pass | 0.44% | 0.61% |
| css_css-multicol_multicol-span-all-dynamic-add-013_html | self-fail | 0.88% | 0.94% |
| css_css-multicol_multicol-span-all-dynamic-add-014_html | POLLUTED | 0.46% | 1.13% |
| css_css-multicol_multicol-span-all-dynamic-remove-001_html | self-fail | 0.50% | 0.64% |
| css_css-multicol_multicol-span-all-dynamic-remove-002_html | self-pass | 0.38% | 0.64% |
| css_css-multicol_multicol-span-all-dynamic-remove-003_html | self-pass | 0.45% | 0.61% |
| css_css-multicol_multicol-span-all-dynamic-remove-004_html | self-pass | 0.45% | 0.84% |
| css_css-multicol_multicol-span-all-dynamic-remove-005_html | self-fail | 0.99% | 1.83% |
| css_css-multicol_multicol-span-all-dynamic-remove-006_html | self-fail | 0.55% | 0.80% |
| css_css-multicol_multicol-span-all-dynamic-remove-007_html | self-pass | 0.09% | 0.50% |
| css_css-multicol_multicol-span-all-fieldset-001_html | self-fail | 0.68% | 1.78% |
| css_css-multicol_multicol-span-all-fieldset-002_html | self-fail | 0.80% | 1.88% |
| css_css-multicol_multicol-span-all-fieldset-003_html | self-fail | 0.77% | 1.88% |
| css_css-multicol_multicol-span-all-list-item-001_html | self-fail | 3.67% | 4.29% |
| css_css-multicol_multicol-span-all-list-item-002_html | self-fail | 3.64% | 4.26% |
| css_css-multicol_multicol-span-all-margin-001_xht | self-fail | 4.00% | 4.00% |
| css_css-multicol_multicol-span-all-margin-002_xht | self-fail | 5.40% | 5.40% |
| css_css-multicol_multicol-span-all-margin-003_html | self-pass | 0.00% | 0.67% |
| css_css-multicol_multicol-span-all-margin-bottom-001_xht | self-fail | 5.00% | 4.98% |
| css_css-multicol_multicol-span-all-margin-nested-001_xht | self-fail | 5.50% | 6.46% |
| css_css-multicol_multicol-span-all-margin-nested-002_xht | self-fail | 5.50% | 7.30% |
