# 交叉验证：ZeroWeb 同源 vs chromium Oracle（DC-14）
# dump: /home/lei/work/ZeroWeb/target/reftest-dump
# oracle: /tmp/oracle-shots-all
# 阈值: chan>5, 同源通过<0.50%, Oracle不一致>1.00%

| safe_id | 判定 | z_vs_ref | z_vs_chr |
| css_css-multicol_multicol-dynamic-change-inside-break-inside-avoid-001_html | self-fail | 0.97% | 1.42% |
| css_css-multicol_multicol-fill-000_xht | self-fail | 6.54% | 4.61% |
| css_css-multicol_multicol-fill-001_xht | POLLUTED | 0.16% | 1.33% |
| css_css-multicol_multicol-fill-auto-001_xht | self-fail | 0.63% | 3.28% |
| css_css-position_backdrop-inherit-rendered_html | POLLUTED | 0.00% | 47.54% |
| css_css-position_fixed-z-index-blend_html | POLLUTED | 0.00% | 2.08% |
| css_css-position_hypothetical-box-scroll-parent_html | self-pass | 0.12% | 0.21% |
| css_css-position_hypothetical-box-scroll-viewport_html | self-pass | 0.12% | 0.11% |
| css_css-position_invalidate-opacity-negative-z-index_html | self-fail | 0.52% | 0.52% |
| css_css-position_position-absolute-in-inline-005_html | self-fail | 0.76% | 2.57% |
| css_css-position_position-absolute-in-inline-006_html | self-fail | 0.81% | 3.86% |
| css_css-position_position-absolute-large-negative-inset_html | self-pass | 0.00% | 0.00% |
| css_css-position_position-absolute-semi-replaced-stretch-button_html | POLLUTED | 0.00% | 3.55% |
| css_css-position_position-absolute-semi-replaced-stretch-input_html | POLLUTED | 0.00% | 23.03% |
| css_css-position_position-absolute-semi-replaced-stretch-other_html | POLLUTED | 0.21% | 15.27% |
| css_css-position_position-absolute-under-non-containing-stacking-context_html | self-pass | 0.00% | 0.00% |
| css_css-position_position-change_html | self-pass | 0.00% | 0.00% |
| css_css-position_position-fixed-overflow-print_html | self-pass | 0.00% | 0.00% |
| css_css-position_position-fixed-scroll-overlap_html | self-pass | 0.00% | 0.00% |
| css_css-position_position-relative-table-tfoot-top_html | self-pass | 0.00% | 0.79% |
| css_css-tables_anonymous-table-ws-001_html | self-pass | 0.03% | 0.79% |
| css_css-tables_baseline-vertical_html | self-fail | 16.66% | 12.34% |
| css_css-tables_border-collapse-dynamic-col-001_html | self-pass | 0.07% | 0.21% |
| css_css-tables_border-collapse-empty-cell_html | POLLUTED | 0.00% | 1.25% |
| css_css-tables_border-collapse-rowspan-cell_html | self-pass | 0.00% | 0.26% |
| css_css-tables_border-conflict-resolution_html | self-fail | 0.72% | 3.38% |
| css_css-tables_calc-percent-plus-0px-fixed_html | self-pass | 0.00% | 0.25% |
| css_css-tables_col-definite-max-size-001_html | POLLUTED | 0.00% | 2.24% |
| css_css-tables_col-definite-size-001_html | self-pass | 0.00% | 0.66% |
| css_css-tables_collapsed-border-color-change-with-compositing_html | self-pass | 0.06% | 0.59% |
| css_css-tables_collapsed-border-large-rowgroup-001_html | self-pass | 0.00% | 0.27% |
| css_css-tables_collapsed-border-large-rowgroup-002_html | self-pass | 0.01% | 0.34% |
| css_css-tables_collapsed-border-partial-invalidation-001_html | self-pass | 0.01% | 0.08% |
| css_css-tables_collapsed-border-partial-invalidation-002_html | self-pass | 0.04% | 0.10% |
| css_css-tables_collapsed-border-partial-invalidation-003_html | self-pass | 0.10% | 0.12% |
| css_css-tables_collapsed-border-positioned-tr-td_html | self-pass | 0.00% | 0.36% |
| css_css-tables_collapsed-border-remove-cell_html | self-pass | 0.04% | 0.42% |
| css_css-tables_collapsed-border-sideways-rl-rtl-overflow_html | POLLUTED | 0.00% | 6.10% |
| css_css-tables_collapsed-border-vertical-lr-rtl-overflow_html | POLLUTED | 0.00% | 6.73% |
| css_css-tables_collapsed-border-vertical-rtl-overflow_html | POLLUTED | 0.00% | 6.10% |
| css_css-tables_display-contents-001_html | self-pass | 0.15% | 0.63% |
| css_css-tables_display-contents-003_html | self-pass | 0.15% | 0.63% |
| css_css-tables_html-display-table_html | POLLUTED | 0.00% | 2.63% |
| css_css-tables_iframe-display-table-content-insertion_html | self-pass | 0.32% | 0.62% |
| css_css-tables_insert-after-colgroup_html | self-pass | 0.08% | 0.19% |
| css_css-tables_max-height-table_html | self-pass | 0.02% | 0.02% |
| css_css-tables_min-height-table_html | self-pass | 0.00% | 0.00% |
| css_css-tables_min-max-size-table-content-box_html | self-fail | 36.34% | 3.68% |
| css_css-tables_out-of-order-elements-collapsed-border_html | POLLUTED | 0.00% | 1.56% |
| css_css-tables_remove-caption-from-anon-table_html | self-fail | 0.67% | 0.67% |
| css_css-tables_row-group-margin-border-padding_html | POLLUTED | 0.02% | 1.59% |
| css_css-tables_row-group-order_html | self-fail | 0.74% | 5.12% |
| css_css-tables_row-margin-border-padding_html | POLLUTED | 0.00% | 1.61% |
| css_css-tables_rowspan-cell-border-after-color_html | self-fail | 0.79% | 2.69% |
| css_css-tables_rules-groups_html | POLLUTED | 0.00% | 3.39% |
| css_css-tables_subpixel-table-cell-height-001_html | self-pass | 0.00% | 0.00% |
| css_css-tables_subpixel-table-cell-width-001_html | self-pass | 0.01% | 0.06% |
| css_css-tables_subpixel-table-width-001_html | POLLUTED | 0.00% | 1.34% |
| css_css-tables_table-cell-child-overflow-measure_html | self-pass | 0.00% | 0.00% |
| css_css-tables_table-cell-inline-size-box-sizing-quirks_html | self-pass | 0.00% | 0.10% |
| css_css-tables_table-cell-overflow-auto-scrolled_html | self-fail | 2.17% | 2.56% |
| css_css-tables_table-cell-overflow-auto_html | POLLUTED | 0.00% | 3.12% |
| css_css-tables_table-cell-width-0_html | self-fail | 29.99% | 13.31% |
| css_css-tables_table-colspan-percent-auto_html | POLLUTED | 0.04% | 1.16% |
| css_css-tables_table-row-group-nested-anonymous-001_html | self-pass | 0.00% | 0.28% |
| css_css-tables_table_grid_size_col_colspan_html | POLLUTED | 0.00% | 52.27% |
| css_css-tables_th-text-align_html | POLLUTED | 0.02% | 1.34% |
| css_css-tables_visibility-collapse-colspan-003_html | POLLUTED | 0.14% | 4.91% |
| css_css-tables_visibility-collapse-rowspan-005_html | POLLUTED | 0.14% | 3.03% |
| css_css-tables_whitespace-001_html | POLLUTED | 0.00% | 3.16% |
| css_css-text-decor_text-decoration-color-recalc-002_html | self-pass | 0.36% | 0.65% |
| css_css-text-decor_text-decoration-line-grammar-error-color-001_html | POLLUTED | 0.00% | 1.91% |
| css_css-text-decor_text-decoration-line-spelling-error-color-001_html | POLLUTED | 0.00% | 1.91% |
| css_css-text-decor_text-decoration-thickness-calc_html | POLLUTED | 0.04% | 1.67% |
| css_css-text-decor_text-emphasis-color-property-001_html | self-pass | 0.14% | 0.96% |
| css_css-text-decor_text-emphasis-color-property-002_html | self-pass | 0.14% | 0.96% |
| css_css-text-decor_text-emphasis-position-auto-001_html | POLLUTED | 0.00% | 1.17% |
| css_css-text-decor_text-emphasis-position-default-001_html | POLLUTED | 0.00% | 1.17% |
| css_css-text-decor_text-emphasis-position-property-001_html | self-pass | 0.14% | 0.88% |
| css_css-text-decor_text-emphasis-position-property-002_html | self-pass | 0.14% | 0.91% |
| css_css-text-decor_text-emphasis-position-property-003_html | POLLUTED | 0.14% | 1.02% |
| css_css-text-decor_text-emphasis-position-property-004_html | self-pass | 0.14% | 1.00% |
| css_css-text-decor_text-emphasis-position-property-005_html | POLLUTED | 0.14% | 1.03% |
| css_css-text-decor_text-emphasis-position-property-006_html | POLLUTED | 0.14% | 1.01% |
| css_css-text-decor_text-emphasis-punctuation-1_html | self-fail | 2.56% | 2.36% |
| css_css-text-decor_text-emphasis-punctuation-2_html | POLLUTED | 0.02% | 4.37% |
| css_css-text-decor_text-emphasis-punctuation-3_html | self-fail | 0.60% | 1.27% |
| css_css-text-decor_text-emphasis-ruby-001_html | self-pass | 0.23% | 0.94% |
| css_css-text-decor_text-emphasis-ruby-002_html | self-pass | 0.23% | 0.94% |
| css_css-text-decor_text-emphasis-ruby-003_html | self-pass | 0.23% | 0.93% |
| css_css-text-decor_text-emphasis-ruby-004_html | self-pass | 0.23% | 0.93% |
| css_css-text-decor_text-emphasis-style-property-001_html | self-pass | 0.00% | 0.94% |
| css_css-text-decor_text-emphasis-style-property-002_html | self-pass | 0.03% | 0.79% |
| css_css-text-decor_text-emphasis-style-property-003_html | self-pass | 0.00% | 0.82% |
| css_css-text-decor_text-emphasis-style-property-004_html | self-pass | 0.00% | 0.82% |
| css_css-text-decor_text-emphasis-style-property-005_html | self-pass | 0.06% | 0.72% |
| css_css-text-decor_text-emphasis-style-property-011_html | self-pass | 0.03% | 0.78% |
| css_css-text-decor_text-emphasis-style-property-012_html | self-pass | 0.14% | 0.86% |
| css_css-text-decor_text-emphasis-style-property-013_html | self-pass | 0.13% | 0.79% |
| css_css-text-decor_text-emphasis-style-property-014_html | self-pass | 0.09% | 0.83% |
| css_css-text-decor_text-emphasis-style-property-015_html | self-pass | 0.00% | 0.72% |
| css_css-text-decor_text-emphasis-style-property-016_html | self-pass | 0.02% | 0.79% |
| css_css-text-decor_text-emphasis-style-property-017_html | self-pass | 0.07% | 0.81% |
| css_css-text-decor_text-emphasis-style-property-018_html | self-pass | 0.10% | 0.77% |
| css_css-text-decor_text-emphasis-style-property-019_html | self-pass | 0.06% | 0.74% |
| css_css-text-decor_text-emphasis-style-property-020_html | self-pass | 0.00% | 0.72% |
| css_css-text-decor_text-underline-offset-calc_html | POLLUTED | 0.09% | 1.48% |
| css_css-text-decor_text-underline-offset-percentage_html | POLLUTED | 0.00% | 1.53% |
| css_css-text-decor_text-underline-position-auto-001_html | self-pass | 0.00% | 0.44% |
| css_css-writing-modes_abs-pos-border-offset-001_html | POLLUTED | 0.00% | 16.10% |
| css_css-writing-modes_abs-pos-border-offset-002_html | POLLUTED | 0.00% | 27.95% |
| css_css-writing-modes_abs-pos-border-offset-003_html | self-fail | 1.81% | 1.81% |
| css_css-writing-modes_abs-pos-non-replaced-icb-vrl-004_xht | self-fail | 2.08% | 5.28% |
| css_css-writing-modes_abs-pos-non-replaced-icb-vrl-008_xht | self-fail | 2.70% | 5.00% |
| css_css-writing-modes_abs-pos-non-replaced-vlr-003_xht | self-fail | 1.33% | 1.28% |
| css_css-writing-modes_abs-pos-non-replaced-vlr-007_xht | self-fail | 2.76% | 2.57% |
| css_css-writing-modes_abs-pos-non-replaced-vlr-009_xht | self-fail | 2.67% | 2.44% |
| css_css-writing-modes_abs-pos-non-replaced-vlr-013_xht | self-fail | 4.09% | 3.97% |
| css_css-writing-modes_abs-pos-non-replaced-vlr-155_xht | self-fail | 4.09% | 3.74% |
| css_css-writing-modes_abs-pos-non-replaced-vlr-163_xht | self-fail | 4.09% | 3.72% |
| css_css-writing-modes_abs-pos-non-replaced-vrl-002_xht | self-fail | 1.33% | 1.28% |
| css_css-writing-modes_abs-pos-non-replaced-vrl-004_xht | self-fail | 2.67% | 2.58% |
| css_css-writing-modes_abs-pos-non-replaced-vrl-006_xht | self-fail | 3.70% | 3.12% |
| css_css-writing-modes_abs-pos-non-replaced-vrl-012_xht | self-fail | 5.03% | 4.55% |
| css_css-writing-modes_abs-pos-non-replaced-vrl-122_xht | self-fail | 5.03% | 4.60% |
| css_css-writing-modes_abs-pos-non-replaced-vrl-130_xht | self-fail | 5.03% | 4.58% |
| css_css-writing-modes_abs-pos-replaced-vrl-001_html | POLLUTED | 0.01% | 13.13% |
| css_css-writing-modes_abs-pos-vlr-border-001_html | self-fail | 2.75% | 4.10% |
| css_css-writing-modes_abs-pos-vlr-padding-001_html | self-fail | 2.75% | 4.10% |
| css_css-writing-modes_background-position-vrl-018_xht | self-fail | 24.64% | 24.64% |
| css_css-writing-modes_background-size-document-root-vrl-002_html | self-fail | 2.33% | 4.95% |
| css_css-writing-modes_baseline-inline-replaced-002_xht | self-fail | 2.02% | 2.57% |
| css_css-writing-modes_bidi-dynamic-iframe-001_html | self-pass | 0.30% | 0.27% |
| css_css-writing-modes_block-flow-direction-vrl-026_xht | self-fail | 1.41% | 1.56% |
| css_css-writing-modes_border-spacing-vrl-002_xht | self-fail | 4.17% | 5.00% |
| css_css-writing-modes_box-offsets-rel-pos-vlr-005_xht | self-fail | 20.37% | 5.80% |
| css_css-writing-modes_box-offsets-rel-pos-vrl-004_xht | self-fail | 23.42% | 23.11% |
| css_css-writing-modes_central-baseline-alignment-002_xht | self-fail | 3.94% | 4.96% |
| css_css-writing-modes_clearance-calculations-vrl-002_xht | self-fail | 2.72% | 2.36% |
| css_css-writing-modes_clearance-calculations-vrl-004_xht | self-fail | 7.09% | 4.27% |
| css_css-writing-modes_clearance-calculations-vrl-006_xht | self-fail | 4.38% | 2.79% |
| css_css-writing-modes_clearance-calculations-vrl-008_xht | self-fail | 6.42% | 3.15% |
| css_css-writing-modes_clip-rect-vlr-011_xht | self-fail | 1.95% | 1.78% |
| css_css-writing-modes_clip-rect-vlr-013_xht | self-fail | 2.49% | 1.67% |
| css_css-writing-modes_clip-rect-vlr-015_xht | self-fail | 1.80% | 1.79% |
| css_css-writing-modes_clip-rect-vlr-017_xht | self-fail | 1.96% | 1.67% |
| css_css-writing-modes_clip-rect-vrl-002_xht | self-fail | 0.52% | 0.45% |
| css_css-writing-modes_clip-rect-vrl-004_xht | self-fail | 1.04% | 0.45% |
| css_css-writing-modes_clip-rect-vrl-006_xht | self-fail | 0.52% | 0.43% |
| css_css-writing-modes_clip-rect-vrl-008_xht | self-fail | 0.52% | 0.43% |
| css_css-writing-modes_clip-rect-vrl-010_xht | self-fail | 2.24% | 2.16% |
| css_css-writing-modes_clip-rect-vrl-012_xht | self-fail | 2.24% | 2.16% |
| css_css-writing-modes_clip-rect-vrl-014_xht | self-fail | 1.72% | 2.16% |
| css_css-writing-modes_clip-rect-vrl-016_xht | self-fail | 2.07% | 2.16% |
| css_css-writing-modes_direction-propagation-body-contain-root_html | self-pass | 0.27% | 0.21% |
| css_css-writing-modes_direction-vlr-003_xht | self-fail | 4.17% | 3.32% |
| css_css-writing-modes_direction-vrl-002_xht | self-fail | 4.17% | 3.32% |
| css_css-writing-modes_direction-vrl-004_xht | POLLUTED | 0.00% | 2.77% |
| css_css-writing-modes_flexbox_align-items-stretch-writing-modes_html | self-fail | 2.08% | 2.94% |
| css_css-writing-modes_float-contiguous-vlr-007_xht | POLLUTED | 0.00% | 1.61% |
| css_css-writing-modes_float-contiguous-vlr-009_xht | POLLUTED | 0.00% | 1.67% |
| css_css-writing-modes_float-contiguous-vrl-006_xht | POLLUTED | 0.00% | 1.61% |
| css_css-writing-modes_float-contiguous-vrl-008_xht | POLLUTED | 0.00% | 1.67% |
| css_css-writing-modes_float-contiguous-vrl-012_xht | self-fail | 4.47% | 1.67% |
| css_css-writing-modes_float-lft-orthog-htb-in-vlr-002_xht | self-fail | 6.70% | 6.28% |
| css_css-writing-modes_float-lft-orthog-htb-in-vrl-002_xht | self-fail | 2.89% | 10.68% |
| css_css-writing-modes_float-lft-orthog-vlr-in-htb-002_xht | self-fail | 2.19% | 2.00% |
| css_css-writing-modes_float-lft-orthog-vrl-in-htb-002_xht | self-fail | 2.18% | 1.98% |

## 汇总
- 对比用例数: 475
- 同源通过（ZeroWeb vs ref）: 330
- **污染（同源通过但 chromium 不一致）: 154**
- 污染率（占同源通过）: 46.7%

## 按目录分解
| 目录 | 对比 | 同源通过 | 污染 | 污染率 |
|------|------|---------|------|--------|
| css/CSS2 | 126 | 97 | 54 | 56% |
| css/css-flexbox | 55 | 39 | 10 | 26% |
| css/css-fonts | 56 | 53 | 25 | 47% |
| css/css-grid | 17 | 14 | 8 | 57% |
| css/css-multicol | 57 | 25 | 15 | 60% |
| css/css-position | 16 | 13 | 5 | 38% |
| css/css-tables | 50 | 42 | 18 | 43% |
| css/css-text-decor | 39 | 37 | 11 | 30% |
| css/css-writing-modes | 59 | 10 | 8 | 80% |

⚠️ 污染 = 被 ZeroWeb 判为通过、但与 chromium 独立 Oracle 不一致的用例。
   这是同源通过率里水分的上界估计（chan>5, Oracle>1.0%）。
