# 交叉验证：ZeroWeb 同源 vs chromium Oracle（DC-14）
# dump: /home/lei/work/ZeroWeb/target/reftest-dump
# oracle: /home/lei/work/ZeroWeb/tests/wpt-runner/oracle-shots
# 阈值: chan>5, 同源通过<0.50%, Oracle不一致>1.00%

| safe_id | 判定 | z_vs_ref | z_vs_chr |
| css_css-text_shaping_shaping-017_html | self-fail | 1.04% | 6.78% |
| css_css-text_shaping_shaping-018_html | self-fail | 1.04% | 6.96% |
| css_css-text_shaping_shaping-020_html | self-fail | 1.21% | 6.71% |
| css_css-text_shaping_shaping-021_html | self-fail | 0.85% | 6.62% |
| css_css-text_shaping_shaping-022_html | self-fail | 0.85% | 6.96% |
| css_css-text_shaping_shaping-023_html | POLLUTED | 0.18% | 3.76% |
| css_css-text_shaping_shaping-024_html | POLLUTED | 0.17% | 3.79% |
| css_css-text_shaping_shaping-025_html | POLLUTED | 0.17% | 3.95% |
| css_css-text_shaping_shaping-arabic-diacritics-001_html | POLLUTED | 0.30% | 4.07% |
| css_css-text_shaping_shaping-arabic-diacritics-002_html | self-fail | 16.35% | 14.65% |
| css_css-text_shaping_shaping_lig-000_html | self-fail | 0.94% | 3.95% |
| css_css-text_shaping_shaping_lig-001_html | self-fail | 3.19% | 4.53% |
| css_css-text_tab-size_tab-min-rendered-width-1_html | POLLUTED | 0.00% | 6.35% |
| css_css-text_tab-size_tab-size-block-ancestor_html | POLLUTED | 0.10% | 1.25% |
| css_css-text_tab-size_tab-size-inheritance-001_html | self-pass | 0.17% | 0.86% |
| css_css-text_tab-size_tab-size-inline-001_html | POLLUTED | 0.05% | 1.19% |
| css_css-text_tab-size_tab-size-inline-002_html | POLLUTED | 0.08% | 1.33% |
| css_css-text_tab-size_tab-size-integer-001_html | self-pass | 0.00% | 0.56% |
| css_css-text_tab-size_tab-size-integer-002_html | self-pass | 0.00% | 0.56% |
| css_css-text_tab-size_tab-size-integer-003_html | self-pass | 0.00% | 0.56% |
| css_css-text_tab-size_tab-size-integer-004_html | POLLUTED | 0.06% | 1.01% |
| css_css-text_tab-size_tab-size-integer-005_html | POLLUTED | 0.07% | 1.11% |
| css_css-text_tab-size_tab-size-length-001_html | self-pass | 0.00% | 0.62% |
| css_css-text_tab-size_tab-size-length-002_html | self-pass | 0.00% | 0.62% |
| css_css-text_tab-size_tab-size-percent-001_html | self-pass | 0.00% | 0.62% |
| css_css-text_tab-size_tab-size-spacing-001_html | self-pass | 0.00% | 0.89% |
| css_css-text_tab-size_tab-size-spacing-002_html | self-pass | 0.09% | 0.92% |
| css_css-text_tab-size_tab-size-spacing-003_html | self-pass | 0.21% | 0.86% |
| css_css-text_text-align_text-align-006_html | POLLUTED | 0.00% | 2.02% |
| css_css-text_text-align_text-align-007_html | POLLUTED | 0.17% | 2.04% |
| css_css-text_text-align_text-align-center-last-default_html | POLLUTED | 0.00% | 10.38% |
| css_css-text_text-align_text-align-default-last-default_html | POLLUTED | 0.00% | 10.35% |
| css_css-text_text-align_text-align-end-001_html | self-fail | 1.30% | 2.59% |
| css_css-text_text-align_text-align-end-002_html | POLLUTED | 0.00% | 4.09% |
| css_css-text_text-align_text-align-end-003_html | self-fail | 1.30% | 2.53% |
| css_css-text_text-align_text-align-end-004_html | POLLUTED | 0.00% | 4.03% |
| css_css-text_text-align_text-align-end-005_html | self-fail | 2.60% | 3.87% |
| css_css-text_text-align_text-align-end-006_html | POLLUTED | 0.00% | 14.01% |
| css_css-text_text-align_text-align-end-007_html | self-fail | 2.60% | 3.87% |
| css_css-text_text-align_text-align-end-008_html | POLLUTED | 0.00% | 13.95% |
| css_css-text_text-align_text-align-end-009_html | self-fail | 2.60% | 3.75% |
| css_css-text_text-align_text-align-end-010_html | POLLUTED | 0.00% | 13.95% |
| css_css-text_text-align_text-align-end-014_html | self-fail | 2.11% | 4.52% |
| css_css-text_text-align_text-align-end-015_html | self-fail | 1.36% | 2.63% |
| css_css-text_text-align_text-align-end-016_html | self-fail | 2.58% | 3.47% |
| css_css-text_text-align_text-align-end-017_html | self-fail | 1.36% | 2.63% |
| css_css-text_text-align_text-align-end-last-default_html | POLLUTED | 0.00% | 10.40% |
| css_css-text_text-align_text-align-justify-001_html | self-fail | 3.39% | 4.81% |
| css_css-text_text-align_text-align-justify-002_html | self-fail | 1.56% | 16.67% |
| css_css-text_text-align_text-align-justify-003_html | self-fail | 3.39% | 4.81% |
| css_css-text_text-align_text-align-justify-004_html | self-fail | 1.56% | 16.67% |
| css_css-text_text-align_text-align-justify-005_html | self-fail | 3.91% | 5.33% |
| css_css-text_text-align_text-align-justify-006_html | self-fail | 1.56% | 16.66% |
| css_css-text_text-align_text-align-justify-bidi-control_html | self-pass | 0.14% | 0.33% |
| css_css-text_text-align_text-align-justify-last-default_html | POLLUTED | 0.00% | 10.39% |
| css_css-text_text-align_text-align-justify-shy-001_html | self-pass | 0.04% | 0.56% |
| css_css-text_text-align_text-align-justify-tabs-001_html | self-fail | 0.74% | 6.80% |
| css_css-text_text-align_text-align-justify-tabs-002_html | self-fail | 1.64% | 9.20% |
| css_css-text_text-align_text-align-justify-tabs-003_html | self-fail | 2.61% | 9.49% |
| css_css-text_text-align_text-align-justify-tabs-004_html | self-fail | 3.08% | 9.14% |
| css_css-text_text-align_text-align-justifyall-001_html | self-fail | 2.62% | 11.10% |
| css_css-text_text-align_text-align-justifyall-002_html | self-fail | 2.62% | 18.16% |
| css_css-text_text-align_text-align-justifyall-003_html | self-fail | 2.62% | 11.10% |
| css_css-text_text-align_text-align-justifyall-004_html | self-fail | 2.62% | 20.88% |
| css_css-text_text-align_text-align-justifyall-005_html | self-fail | 2.88% | 10.73% |
| css_css-text_text-align_text-align-justifyall-006_html | self-fail | 2.62% | 18.16% |
| css_css-text_text-align_text-align-last-010_html | self-fail | 0.80% | 2.58% |
| css_css-text_text-align_text-align-last-011_html | self-fail | 0.80% | 2.58% |
| css_css-text_text-align_text-align-last-015_html | self-fail | 1.04% | 1.04% |
| css_css-text_text-align_text-align-last-center_html | self-pass | 0.00% | 0.33% |
| css_css-text_text-align_text-align-last-end_html | self-pass | 0.00% | 0.33% |
| css_css-text_text-align_text-align-last-justify-br_html | self-pass | 0.10% | 0.18% |
| css_css-text_text-align_text-align-last-justify-rtl_html | self-pass | 0.08% | 0.13% |
| css_css-text_text-align_text-align-last-justify_html | self-pass | 0.11% | 0.19% |
| css_css-text_text-align_text-align-last-simple_html | POLLUTED | 0.42% | 6.73% |
| css_css-text_text-align_text-align-last-start_html | self-pass | 0.00% | 0.33% |
| css_css-text_text-align_text-align-last-wins-001_html | POLLUTED | 0.08% | 1.53% |
| css_css-text_text-align_text-align-match-parent-001_html | POLLUTED | 0.00% | 2.04% |
| css_css-text_text-align_text-align-match-parent-01_html | self-fail | 0.85% | 2.70% |
| css_css-text_text-align_text-align-match-parent-02_html | self-fail | 0.85% | 2.70% |
| css_css-text_text-align_text-align-match-parent-03_html | self-fail | 1.48% | 2.80% |
| css_css-text_text-align_text-align-match-parent-04_html | self-fail | 0.85% | 2.70% |
| css_css-text_text-align_text-align-match-parent-05_html | self-pass | 0.00% | 0.73% |
| css_css-text_text-align_text-align-match-parent-root-logical_html | self-pass | 0.00% | 0.47% |
| css_css-text_text-align_text-align-match-parent-root-ltr_html | self-pass | 0.00% | 0.47% |
| css_css-text_text-align_text-align-match-parent-root-rtl_html | self-pass | 0.00% | 0.51% |
| css_css-text_text-align_text-align-start-001_html | self-fail | 1.30% | 2.59% |
| css_css-text_text-align_text-align-start-002_html | POLLUTED | 0.00% | 4.09% |
| css_css-text_text-align_text-align-start-003_html | self-fail | 1.30% | 2.53% |
| css_css-text_text-align_text-align-start-004_html | POLLUTED | 0.00% | 4.03% |
| css_css-text_text-align_text-align-start-005_html | self-fail | 2.60% | 3.87% |
| css_css-text_text-align_text-align-start-006_html | POLLUTED | 0.00% | 14.01% |
| css_css-text_text-align_text-align-start-007_html | self-fail | 2.60% | 3.87% |
| css_css-text_text-align_text-align-start-008_html | POLLUTED | 0.00% | 13.95% |
| css_css-text_text-align_text-align-start-009_html | self-fail | 1.82% | 2.97% |
| css_css-text_text-align_text-align-start-010_html | POLLUTED | 0.00% | 13.95% |
| css_css-text_text-align_text-align-start-014_html | self-fail | 2.11% | 4.52% |
| css_css-text_text-align_text-align-start-015_html | self-fail | 1.36% | 2.63% |
| css_css-text_text-align_text-align-start-016_html | self-fail | 2.59% | 3.47% |
| css_css-text_text-align_text-align-start-017_html | self-fail | 1.36% | 2.63% |
| css_css-text_text-align_text-align-start-last-default_html | POLLUTED | 0.00% | 10.35% |
| css_css-text_text-autospace_text-autospace-001_html | self-fail | 3.76% | 7.68% |
| css_css-text_text-autospace_text-autospace-002_html | self-fail | 1.21% | 5.15% |
| css_css-text_text-autospace_text-autospace-003_html | self-fail | 3.76% | 7.68% |
| css_css-text_text-autospace_text-autospace-004_html | self-fail | 3.76% | 6.00% |
| css_css-text_text-autospace_text-autospace-break-001_html | self-fail | 8.32% | 9.28% |
| css_css-text_text-autospace_text-autospace-combining-marks_html | self-fail | 2.75% | 13.42% |
| css_css-text_text-autospace_text-autospace-dynamic-text-001_html | self-pass | 0.19% | 0.26% |
| css_css-text_text-autospace_text-autospace-dynamic-text-002_html | self-pass | 0.21% | 0.30% |
| css_css-text_text-autospace_text-autospace-dynamic-text-003_html | self-pass | 0.21% | 0.33% |
| css_css-text_text-autospace_text-autospace-dynamic-text-004_html | self-pass | 0.28% | 0.46% |
| css_css-text_text-autospace_text-autospace-edit-001_html | self-fail | 4.84% | 10.31% |
| css_css-text_text-autospace_text-autospace-elements-001_html | self-pass | 0.47% | 0.84% |
| css_css-text_text-autospace_text-autospace-elements-002_html | self-fail | 0.78% | 0.90% |
| css_css-text_text-autospace_text-autospace-elements-003_html | self-fail | 0.78% | 0.90% |
| css_css-text_text-autospace_text-autospace-elements-004_html | self-fail | 0.77% | 0.87% |
| css_css-text_text-autospace_text-autospace-elements-005_html | self-fail | 0.50% | 1.32% |
| css_css-text_text-autospace_text-autospace-elements-005b_html | self-fail | 0.50% | 1.32% |
| css_css-text_text-autospace_text-autospace-elements-006_html | self-fail | 0.88% | 1.01% |
| css_css-text_text-autospace_text-autospace-elements-007_html | self-fail | 0.57% | 0.63% |
| css_css-text_text-autospace_text-autospace-first-line-001_html | self-fail | 6.03% | 6.12% |
| css_css-text_text-autospace_text-autospace-ideogram-alpha-001_html | self-fail | 2.50% | 2.53% |
| css_css-text_text-autospace_text-autospace-ideograph-numeric-001_html | self-fail | 2.50% | 2.53% |
| css_css-text_text-autospace_text-autospace-ligature-001_html | self-fail | 1.71% | 1.80% |
| css_css-text_text-autospace_text-autospace-mixed-001_html | self-fail | 2.56% | 3.93% |
| css_css-text_text-autospace_text-autospace-preformatted-001_html | self-fail | 2.27% | 2.38% |
| css_css-text_text-autospace_text-autospace-supplementary-ideograph_html | self-fail | 0.82% | 7.31% |
| css_css-text_text-autospace_text-autospace-vertical-combine-001_html | self-pass | 0.00% | 0.33% |
| css_css-text_text-autospace_text-autospace-vertical-upright-001_html | self-pass | 0.00% | 0.62% |
| css_css-text_text-autospace_text-autospace-vs-001_html | self-fail | 2.17% | 5.18% |
| css_css-text_text-autospace_text-autospace-zh-001_html | self-fail | 1.60% | 2.04% |
| css_css-text_text-encoding_shaping-join-001_html | self-fail | 0.76% | 2.45% |
| css_css-text_text-encoding_shaping-join-002_html | self-fail | 0.76% | 2.45% |
| css_css-text_text-encoding_shaping-join-003_html | self-fail | 0.96% | 2.63% |
| css_css-text_text-encoding_shaping-no-join-001_html | self-fail | 0.91% | 3.54% |
| css_css-text_text-encoding_shaping-no-join-002_html | self-fail | 0.91% | 3.54% |
| css_css-text_text-encoding_shaping-no-join-003_html | self-fail | 1.30% | 3.79% |
| css_css-text_text-encoding_shaping-tatweel-001_html | POLLUTED | 0.03% | 2.88% |
| css_css-text_text-encoding_shaping-tatweel-002_html | self-fail | 0.75% | 2.88% |
| css_css-text_text-encoding_shaping-tatweel-003_html | POLLUTED | 0.19% | 3.42% |
| css_css-text_text-fit_background-image_html | self-fail | 15.09% | 6.96% |
| css_css-text_text-fit_columns-consistent_html | self-pass | 0.42% | 0.65% |
| css_css-text_text-fit_consistent-blank-line_html | self-fail | 2.96% | 2.43% |
| css_css-text_text-fit_grow-consistent_html | self-fail | 0.69% | 0.14% |
| css_css-text_text-fit_grow-dynamic_html | self-pass | 0.00% | 0.96% |
| css_css-text_text-fit_grow-per-line-all-line-height_html | self-fail | 2.87% | 0.47% |
| css_css-text_text-fit_grow-per-line-all_html | self-fail | 3.21% | 1.14% |
| css_css-text_text-fit_grow-per-line_html | self-fail | 0.88% | 0.51% |
| css_css-text_text-fit_selection-highlight-painting_html | self-fail | 6.40% | 4.88% |
| css_css-text_text-fit_shrink-consistent_html | self-fail | 0.84% | 0.30% |
| css_css-text_text-fit_shrink-dynamic_html | POLLUTED | 0.00% | 1.84% |
| css_css-text_text-fit_shrink-per-line-all_html | self-fail | 1.39% | 0.42% |
| css_css-text_text-fit_spacing_html | self-fail | 10.57% | 1.42% |
| css_css-text_text-fit_text-align_html | self-fail | 1.13% | 1.01% |
| css_css-text_text-fit_text-box_html | self-fail | 3.04% | 2.91% |
| css_css-text_text-fit_text-decoration-skip-ink_html | self-fail | 4.08% | 2.23% |
| css_css-text_text-fit_text-decoration-thickness_html | self-fail | 4.11% | 2.30% |
| css_css-text_text-fit_text-emphasis_html | self-fail | 3.46% | 4.33% |
| css_css-text_text-fit_text-underline-offset_html | self-fail | 5.80% | 5.77% |
| css_css-text_text-fit_vertical-align_html | self-fail | 2.09% | 2.53% |
| css_css-text_text-fit_writing-mode_html | self-fail | 0.72% | 1.82% |
| css_css-text_text-group-align_text-group-align-center-vlr_html | POLLUTED | 0.00% | 4.29% |
| css_css-text_text-group-align_text-group-align-center_html | POLLUTED | 0.00% | 4.33% |
| css_css-text_text-group-align_text-group-align-end-vlr_html | POLLUTED | 0.00% | 4.29% |
| css_css-text_text-group-align_text-group-align-end_html | POLLUTED | 0.00% | 4.33% |
| css_css-text_text-group-align_text-group-align-left-vlr_html | POLLUTED | 0.00% | 4.29% |
| css_css-text_text-group-align_text-group-align-left_html | POLLUTED | 0.00% | 4.33% |
| css_css-text_text-group-align_text-group-align-right-vlr_html | POLLUTED | 0.00% | 4.29% |
| css_css-text_text-group-align_text-group-align-right_html | POLLUTED | 0.00% | 4.33% |
| css_css-text_text-group-align_text-group-align-start-vlr_html | POLLUTED | 0.00% | 4.29% |
| css_css-text_text-group-align_text-group-align-start_html | POLLUTED | 0.00% | 4.33% |
| css_css-text_text-indent_anonymous-flex-item-001_html | POLLUTED | 0.49% | 4.47% |
| css_css-text_text-indent_anonymous-grid-item-001_html | POLLUTED | 0.49% | 4.47% |
| css_css-text_text-indent_below-float2_html | self-fail | 1.04% | 1.85% |
| css_css-text_text-indent_below-float3_html | self-fail | 0.57% | 1.38% |
| css_css-text_text-indent_below-float_html | self-pass | 0.00% | 0.83% |
| css_css-text_text-indent_text-indent-abspos-hanging-001_html | self-pass | 0.18% | 0.19% |
| css_css-text_text-indent_text-indent-caret-001_html | self-pass | 0.00% | 0.69% |
| css_css-text_text-indent_text-indent-caret-hanging-001_html | self-pass | 0.00% | 0.69% |
| css_css-text_text-indent_text-indent-dynamic-each-line-001_html | self-pass | 0.00% | 0.28% |
| css_css-text_text-indent_text-indent-dynamic-each-line-002_html | self-pass | 0.00% | 0.28% |
| css_css-text_text-indent_text-indent-dynamic-hanging-001_html | self-pass | 0.00% | 0.17% |
| css_css-text_text-indent_text-indent-dynamic-hanging-002_html | self-pass | 0.00% | 0.17% |
| css_css-text_text-indent_text-indent-each-line-hanging_html | self-fail | 2.24% | 5.88% |
| css_css-text_text-indent_text-indent-length-001_html | self-fail | 2.46% | 0.00% |
| css_css-text_text-indent_text-indent-length-002_html | self-fail | 0.65% | 0.44% |
| css_css-text_text-indent_text-indent-list-001_html | self-pass | 0.25% | 0.32% |
| css_css-text_text-indent_text-indent-min-max-content-001_html | self-pass | 0.26% | 0.60% |
| css_css-text_text-indent_text-indent-overflow_html | POLLUTED | 0.43% | 1.87% |
| css_css-text_text-indent_text-indent-percentage-001_xht | self-fail | 2.08% | 9.71% |
| css_css-text_text-indent_text-indent-percentage-002_html | self-pass | 0.05% | 0.83% |
| css_css-text_text-indent_text-indent-percentage-003_html | self-pass | 0.05% | 0.83% |
| css_css-text_text-indent_text-indent-percentage-004_html | self-pass | 0.05% | 0.83% |
| css_css-text_text-indent_text-indent-tab-positions-001_html | POLLUTED | 0.01% | 3.00% |
| css_css-text_text-indent_text-indent-text-align-end_html | POLLUTED | 0.00% | 1.48% |
| css_css-text_text-indent_text-indent-with-absolute-pos-child_html | self-fail | 1.47% | 10.27% |
| css_css-text_text-justify_text-justify-001_html | self-fail | 0.82% | 2.21% |
| css_css-text_text-justify_text-justify-006_html | self-fail | 0.67% | 1.96% |
| css_css-text_text-justify_text-justify-distribute-001_html | self-fail | 0.76% | 0.76% |
| css_css-text_text-justify_text-justify-inter-character-001_html | self-fail | 0.76% | 0.76% |
| css_css-text_text-justify_text-justify-inter-character-atomic-inline_html | self-pass | 0.00% | 0.26% |
| css_css-text_text-justify_text-justify-inter-character-cursive_html | self-fail | 1.35% | 1.15% |
| css_css-text_text-justify_text-justify-inter-word-001_html | self-fail | 1.32% | 1.66% |
| css_css-text_text-justify_text-justify-none-001_html | POLLUTED | 0.22% | 1.69% |
| css_css-text_text-justify_text-justify-word-separators_html | self-fail | 1.21% | 1.44% |
| css_css-text_text-spacing-trim_text-spacing-trim-001_html | self-fail | 1.52% | 2.79% |
| css_css-text_text-spacing-trim_text-spacing-trim-colon-001_html | self-fail | 2.92% | 8.08% |
| css_css-text_text-spacing-trim_text-spacing-trim-dot-001_html | self-fail | 1.90% | 3.98% |
| css_css-text_text-spacing-trim_text-spacing-trim-dynamic-001_html | self-pass | 0.00% | 0.68% |
| css_css-text_text-spacing-trim_text-spacing-trim-end-001_html | self-pass | 0.22% | 0.38% |
| css_css-text_text-spacing-trim_text-spacing-trim-fallback-001_html | POLLUTED | 0.00% | 1.43% |
| css_css-text_text-spacing-trim_text-spacing-trim-fallback-002_html | self-pass | 0.26% | 0.26% |
| css_css-text_text-spacing-trim_text-spacing-trim-feature-001_html | self-pass | 0.00% | 0.56% |
| css_css-text_text-spacing-trim_text-spacing-trim-narrow-001_html | self-pass | 0.34% | 0.69% |
| css_css-text_text-spacing-trim_text-spacing-trim-quote-001_html | self-fail | 0.99% | 0.75% |
| css_css-text_text-spacing-trim_text-spacing-trim-space-all-001_html | self-pass | 0.00% | 0.68% |
| css_css-text_text-spacing-trim_text-spacing-trim-span-001_html | self-pass | 0.00% | 0.50% |
| css_css-text_text-spacing-trim_text-spacing-trim-start-001_html | self-fail | 1.70% | 2.49% |
| css_css-text_text-spacing-trim_text-spacing-trim-start-002_html | self-pass | 0.22% | 0.60% |
| css_css-text_text-spacing-trim_text-spacing-trim-start-oof-001_html | self-fail | 0.68% | 0.80% |
| css_css-text_text-spacing-trim_text-spacing-trim-subset-001_html | self-fail | 0.52% | 0.52% |
| css_css-text_text-spacing-trim_text-spacing-trim-trim-all-001_html | self-fail | 0.99% | 1.07% |
| css_css-text_text-stroke-width-subpixel_html | self-pass | 0.00% | 0.01% |
| css_css-text_text-transform_math_text-transform-math-auto-001_html | POLLUTED | 0.31% | 5.32% |
| css_css-text_text-transform_math_text-transform-math-auto-002_html | POLLUTED | 0.01% | 2.03% |
| css_css-text_text-transform_text-transform-capitalize-001_html | POLLUTED | 0.00% | 9.64% |
| css_css-text_text-transform_text-transform-capitalize-003_html | POLLUTED | 0.00% | 13.51% |
| css_css-text_text-transform_text-transform-capitalize-005_html | POLLUTED | 0.12% | 9.90% |
| css_css-text_text-transform_text-transform-capitalize-007_html | POLLUTED | 0.08% | 10.45% |
| css_css-text_text-transform_text-transform-capitalize-009_html | POLLUTED | 0.00% | 3.55% |
| css_css-text_text-transform_text-transform-capitalize-010_html | POLLUTED | 0.00% | 9.77% |
| css_css-text_text-transform_text-transform-capitalize-011_html | self-fail | 0.98% | 5.72% |
| css_css-text_text-transform_text-transform-capitalize-014_html | POLLUTED | 0.00% | 10.02% |
| css_css-text_text-transform_text-transform-capitalize-016_html | self-fail | 0.63% | 12.05% |
| css_css-text_text-transform_text-transform-capitalize-018_html | POLLUTED | 0.00% | 13.66% |
| css_css-text_text-transform_text-transform-capitalize-020_html | POLLUTED | 0.00% | 6.25% |
| css_css-text_text-transform_text-transform-capitalize-022_html | POLLUTED | 0.00% | 7.13% |
| css_css-text_text-transform_text-transform-capitalize-024_html | POLLUTED | 0.00% | 5.06% |
| css_css-text_text-transform_text-transform-capitalize-026_html | POLLUTED | 0.22% | 5.25% |
| css_css-text_text-transform_text-transform-capitalize-028_html | POLLUTED | 0.00% | 5.90% |
| css_css-text_text-transform_text-transform-capitalize-030_html | POLLUTED | 0.00% | 8.29% |
| css_css-text_text-transform_text-transform-capitalize-031_html | POLLUTED | 0.00% | 3.41% |
| css_css-text_text-transform_text-transform-capitalize-032_xht | POLLUTED | 0.10% | 1.91% |
| css_css-text_text-transform_text-transform-capitalize-033_html | self-pass | 0.02% | 0.46% |
| css_css-text_text-transform_text-transform-capitalize-034_html | POLLUTED | 0.04% | 1.51% |
| css_css-text_text-transform_text-transform-capitalize-035_html | POLLUTED | 0.12% | 3.42% |
| css_css-text_text-transform_text-transform-full-size-kana-001_html | POLLUTED | 0.25% | 3.96% |
| css_css-text_text-transform_text-transform-full-size-kana-002_html | POLLUTED | 0.23% | 3.86% |
| css_css-text_text-transform_text-transform-full-size-kana-003_html | POLLUTED | 0.27% | 3.99% |
| css_css-text_text-transform_text-transform-full-size-kana-004_html | POLLUTED | 0.11% | 3.39% |
| css_css-text_text-transform_text-transform-full-size-kana-005_html | self-fail | 3.38% | 8.28% |
| css_css-text_text-transform_text-transform-full-size-kana-006_html | self-fail | 3.17% | 7.34% |
| css_css-text_text-transform_text-transform-full-size-kana-007_html | self-fail | 1.58% | 4.39% |
| css_css-text_text-transform_text-transform-full-size-kana-008_html | POLLUTED | 0.15% | 3.28% |
| css_css-text_text-transform_text-transform-fullwidth-001_xht | self-fail | 0.66% | 24.01% |
| css_css-text_text-transform_text-transform-fullwidth-002_xht | POLLUTED | 0.00% | 1.76% |
| css_css-text_text-transform_text-transform-fullwidth-004_xht | POLLUTED | 0.05% | 1.26% |
| css_css-text_text-transform_text-transform-fullwidth-005_xht | POLLUTED | 0.04% | 1.44% |
| css_css-text_text-transform_text-transform-fullwidth-006_html | self-pass | 0.00% | 0.81% |
| css_css-text_text-transform_text-transform-fullwidth-007_html | self-fail | 1.04% | 2.35% |
| css_css-text_text-transform_text-transform-fullwidth-008_html | POLLUTED | 0.33% | 1.92% |
| css_css-text_text-transform_text-transform-fullwidth-009_html | POLLUTED | 0.17% | 1.90% |
| css_css-text_text-transform_text-transform-fullwidth-010_html | self-fail | 3.97% | 3.93% |
| css_css-text_text-transform_text-transform-letter-spacing-001_html | POLLUTED | 0.00% | 1.03% |
| css_css-text_text-transform_text-transform-letter-spacing-002_html | POLLUTED | 0.19% | 1.59% |
| css_css-text_text-transform_text-transform-lowercase-101_xht | self-fail | 0.55% | 2.10% |
| css_css-text_text-transform_text-transform-lowercase-102_xht | self-pass | 0.06% | 0.07% |
| css_css-text_text-transform_text-transform-multiple-001_html | self-fail | 2.12% | 7.11% |
| css_css-text_text-transform_text-transform-none-001_xht | POLLUTED | 0.00% | 1.80% |
| css_css-text_text-transform_text-transform-shaping-001_html | POLLUTED | 0.00% | 2.24% |
| css_css-text_text-transform_text-transform-shaping-002_html | POLLUTED | 0.00% | 2.24% |
| css_css-text_text-transform_text-transform-shaping-003_html | POLLUTED | 0.00% | 2.24% |
| css_css-text_text-transform_text-transform-tailoring-001_html | POLLUTED | 0.01% | 1.66% |
| css_css-text_text-transform_text-transform-tailoring-001a_html | POLLUTED | 0.01% | 1.66% |
| css_css-text_text-transform_text-transform-tailoring-002_html | POLLUTED | 0.03% | 2.64% |
| css_css-text_text-transform_text-transform-tailoring-002a_html | POLLUTED | 0.02% | 1.65% |
| css_css-text_text-transform_text-transform-tailoring-003_html | POLLUTED | 0.07% | 2.53% |
| css_css-text_text-transform_text-transform-tailoring-004_html | POLLUTED | 0.00% | 1.69% |
| css_css-text_text-transform_text-transform-tailoring-005_html | POLLUTED | 0.07% | 3.00% |
| css_css-text_text-transform_text-transform-tailoring-document-lang-dynamic_html | self-pass | 0.01% | 0.32% |
| css_css-text_text-transform_text-transform-tailoring-dynamic_html | POLLUTED | 0.12% | 1.80% |
| css_css-text_text-transform_text-transform-uppercase-101_xht | self-fail | 0.54% | 2.36% |
| css_css-text_text-transform_text-transform-uppercase-dynamic_html | self-pass | 0.00% | 0.04% |
| css_css-text_text-transform_text-transform-upperlower-001_html | POLLUTED | 0.00% | 5.88% |
| css_css-text_text-transform_text-transform-upperlower-002_html | POLLUTED | 0.00% | 5.04% |
| css_css-text_text-transform_text-transform-upperlower-003_html | POLLUTED | 0.00% | 9.08% |
| css_css-text_text-transform_text-transform-upperlower-004_html | POLLUTED | 0.00% | 7.81% |
| css_css-text_text-transform_text-transform-upperlower-005_html | POLLUTED | 0.16% | 5.71% |
| css_css-text_text-transform_text-transform-upperlower-006_html | POLLUTED | 0.18% | 5.04% |
| css_css-text_text-transform_text-transform-upperlower-007_html | POLLUTED | 0.00% | 7.42% |
| css_css-text_text-transform_text-transform-upperlower-008_html | POLLUTED | 0.00% | 7.24% |
| css_css-text_text-transform_text-transform-upperlower-009_html | POLLUTED | 0.00% | 2.60% |
| css_css-text_text-transform_text-transform-upperlower-010_html | POLLUTED | 0.00% | 2.91% |
| css_css-text_text-transform_text-transform-upperlower-011_html | POLLUTED | 0.00% | 3.78% |
| css_css-text_text-transform_text-transform-upperlower-012_html | POLLUTED | 0.00% | 3.48% |
| css_css-text_text-transform_text-transform-upperlower-014_html | POLLUTED | 0.00% | 5.73% |
| css_css-text_text-transform_text-transform-upperlower-015_html | POLLUTED | 0.00% | 4.80% |
| css_css-text_text-transform_text-transform-upperlower-016_html | POLLUTED | 0.26% | 8.45% |
| css_css-text_text-transform_text-transform-upperlower-017_html | POLLUTED | 0.00% | 7.10% |
| css_css-text_text-transform_text-transform-upperlower-018_html | POLLUTED | 0.00% | 9.29% |
| css_css-text_text-transform_text-transform-upperlower-019_html | POLLUTED | 0.00% | 7.88% |
| css_css-text_text-transform_text-transform-upperlower-020_html | POLLUTED | 0.00% | 4.02% |
| css_css-text_text-transform_text-transform-upperlower-021_html | POLLUTED | 0.00% | 3.57% |
| css_css-text_text-transform_text-transform-upperlower-022_html | POLLUTED | 0.00% | 4.32% |
| css_css-text_text-transform_text-transform-upperlower-023_html | POLLUTED | 0.00% | 4.13% |
| css_css-text_text-transform_text-transform-upperlower-024_html | POLLUTED | 0.00% | 3.49% |
| css_css-text_text-transform_text-transform-upperlower-025_html | POLLUTED | 0.00% | 3.23% |
| css_css-text_text-transform_text-transform-upperlower-026_html | POLLUTED | 0.00% | 4.75% |
| css_css-text_text-transform_text-transform-upperlower-027_html | POLLUTED | 0.00% | 4.38% |
| css_css-text_text-transform_text-transform-upperlower-028_html | POLLUTED | 0.00% | 3.42% |
| css_css-text_text-transform_text-transform-upperlower-029_html | POLLUTED | 0.00% | 3.08% |
| css_css-text_text-transform_text-transform-upperlower-030_html | POLLUTED | 0.00% | 4.78% |
| css_css-text_text-transform_text-transform-upperlower-031_html | POLLUTED | 0.00% | 4.55% |
| css_css-text_text-transform_text-transform-upperlower-032_html | self-pass | 0.06% | 0.76% |
| css_css-text_text-transform_text-transform-upperlower-033_html | self-fail | 0.75% | 2.81% |
