# 交叉验证：ZeroWeb 同源 vs chromium Oracle（DC-14）
# dump: /home/lei/work/ZeroWeb/target/reftest-dump
# oracle: /home/lei/work/ZeroWeb/tests/wpt-runner/oracle-shots
# 阈值: chan>5, 同源通过<0.50%, Oracle不一致>1.00%

| safe_id | 判定 | z_vs_ref | z_vs_chr |
| css_css-text_white-space_pre-wrap-leading-spaces-004_html | self-fail | 1.70% | 2.50% |
| css_css-text_white-space_pre-wrap-leading-spaces-005_html | self-fail | 1.85% | 2.67% |
| css_css-text_white-space_pre-wrap-leading-spaces-006_html | self-fail | 1.85% | 2.67% |
| css_css-text_white-space_pre-wrap-leading-spaces-007_html | self-fail | 1.85% | 2.67% |
| css_css-text_white-space_pre-wrap-leading-spaces-008_html | self-fail | 2.17% | 2.99% |
| css_css-text_white-space_pre-wrap-leading-spaces-009_html | self-fail | 2.34% | 3.16% |
| css_css-text_white-space_pre-wrap-leading-spaces-010_html | self-fail | 1.70% | 2.50% |
| css_css-text_white-space_pre-wrap-leading-spaces-011_html | self-fail | 2.15% | 2.98% |
| css_css-text_white-space_pre-wrap-leading-spaces-012_html | self-fail | 2.07% | 2.95% |
| css_css-text_white-space_pre-wrap-leading-spaces-013_html | self-fail | 1.29% | 2.17% |
| css_css-text_white-space_pre-wrap-leading-spaces-014_html | self-fail | 1.73% | 2.58% |
| css_css-text_white-space_pre-wrap-leading-spaces-015_html | self-fail | 2.47% | 3.31% |
| css_css-text_white-space_pre-wrap-leading-spaces-016_html | self-fail | 1.56% | 2.42% |
| css_css-text_white-space_pre-wrap-leading-spaces-017_html | self-fail | 2.26% | 3.12% |
| css_css-text_white-space_pre-wrap-tab-001_html | POLLUTED | 0.49% | 1.32% |
| css_css-text_white-space_pre-wrap-tab-002_html | POLLUTED | 0.49% | 1.32% |
| css_css-text_white-space_pre-wrap-tab-003_html | POLLUTED | 0.49% | 1.32% |
| css_css-text_white-space_pre-wrap-tab-004_html | POLLUTED | 0.49% | 1.32% |
| css_css-text_white-space_pre-wrap-tab-005_html | self-fail | 0.58% | 1.41% |
| css_css-text_white-space_pre-wrap-tab-006_html | self-fail | 0.58% | 1.41% |
| css_css-text_white-space_remove-slotted-with-whitespace-sibling_html | self-pass | 0.17% | 0.98% |
| css_css-text_white-space_seg-break-transformation-018_tentative_html | self-fail | 0.67% | 1.49% |
| css_css-text_white-space_seg-break-transformation-019_tentative_html | self-fail | 1.20% | 2.01% |
| css_css-text_white-space_tab-bidi-001_html | POLLUTED | 0.33% | 6.23% |
| css_css-text_white-space_tab-position-with-text-align_html | self-pass | 0.42% | 0.25% |
| css_css-text_white-space_tab-stop-threshold-001_html | self-pass | 0.08% | 0.90% |
| css_css-text_white-space_tab-stop-threshold-002_html | self-pass | 0.08% | 0.90% |
| css_css-text_white-space_tab-stop-threshold-003_html | self-pass | 0.08% | 0.90% |
| css_css-text_white-space_tab-stop-threshold-004_html | self-pass | 0.08% | 0.90% |
| css_css-text_white-space_tab-stop-threshold-005_html | self-pass | 0.08% | 0.90% |
| css_css-text_white-space_tab-stop-threshold-006_html | self-pass | 0.08% | 0.90% |
| css_css-text_white-space_tab-stop-with-float-001_html | self-fail | 0.67% | 1.18% |
| css_css-text_white-space_text-wrap-balance-002_html | POLLUTED | 0.00% | 1.20% |
| css_css-text_white-space_text-wrap-balance-003_html | self-fail | 5.97% | 8.58% |
| css_css-text_white-space_text-wrap-balance-align-001_html | POLLUTED | 0.00% | 2.17% |
| css_css-text_white-space_text-wrap-balance-before-after-001_html | POLLUTED | 0.00% | 4.98% |
| css_css-text_white-space_text-wrap-balance-before-after-002_html | self-fail | 2.72% | 5.18% |
| css_css-text_white-space_text-wrap-balance-dynamic-001_html | self-pass | 0.03% | 0.62% |
| css_css-text_white-space_text-wrap-balance-float-001_html | POLLUTED | 0.11% | 2.54% |
| css_css-text_white-space_text-wrap-balance-float-002_html | POLLUTED | 0.11% | 2.38% |
| css_css-text_white-space_text-wrap-balance-float-003_html | POLLUTED | 0.22% | 2.32% |
| css_css-text_white-space_text-wrap-balance-float-004_html | POLLUTED | 0.11% | 2.25% |
| css_css-text_white-space_text-wrap-balance-float-005_html | POLLUTED | 0.07% | 3.61% |
| css_css-text_white-space_text-wrap-balance-float-006_html | self-pass | 0.00% | 0.41% |
| css_css-text_white-space_text-wrap-balance-line-clamp-001_html | self-pass | 0.00% | 0.97% |
| css_css-text_white-space_text-wrap-balance-line-clamp-002_html | POLLUTED | 0.41% | 2.22% |
| css_css-text_white-space_text-wrap-balance-line-clamp-003_html | POLLUTED | 0.23% | 1.70% |
| css_css-text_white-space_text-wrap-balance-line-clamp-004_html | POLLUTED | 0.18% | 1.78% |
| css_css-text_white-space_text-wrap-balance-line-clamp-005_html | self-fail | 0.58% | 2.02% |
| css_css-text_white-space_text-wrap-balance-line-clamp-006_html | POLLUTED | 0.03% | 1.80% |
| css_css-text_white-space_text-wrap-balance-line-clamp-007_html | POLLUTED | 0.10% | 1.96% |
| css_css-text_white-space_text-wrap-balance-overflow-001_html | self-fail | 0.77% | 1.04% |
| css_css-text_white-space_text-wrap-balance-overflow-002_html | self-pass | 0.25% | 0.40% |
| css_css-text_white-space_text-wrap-balance-text-indent-001_html | self-pass | 0.18% | 0.34% |
| css_css-text_white-space_text-wrap-balance-word-spacing-001_html | self-fail | 4.60% | 6.08% |
| css_css-text_white-space_textarea-always-preserves-spaces-001_tentative_html | self-pass | 0.00% | 0.40% |
| css_css-text_white-space_textarea-break-spaces-001_html | POLLUTED | 0.03% | 1.14% |
| css_css-text_white-space_textarea-break-spaces-002_html | POLLUTED | 0.17% | 1.13% |
| css_css-text_white-space_textarea-pre-wrap-001_html | POLLUTED | 0.00% | 1.15% |
| css_css-text_white-space_textarea-pre-wrap-002_html | POLLUTED | 0.00% | 1.15% |
| css_css-text_white-space_textarea-pre-wrap-003_html | POLLUTED | 0.00% | 1.15% |
| css_css-text_white-space_textarea-pre-wrap-004_html | POLLUTED | 0.00% | 1.15% |
| css_css-text_white-space_textarea-pre-wrap-005_html | POLLUTED | 0.00% | 1.15% |
| css_css-text_white-space_textarea-pre-wrap-006_html | POLLUTED | 0.00% | 1.15% |
| css_css-text_white-space_textarea-pre-wrap-007_html | POLLUTED | 0.00% | 1.15% |
| css_css-text_white-space_textarea-pre-wrap-011_html | POLLUTED | 0.05% | 1.14% |
| css_css-text_white-space_textarea-pre-wrap-012_html | POLLUTED | 0.40% | 1.31% |
| css_css-text_white-space_textarea-pre-wrap-013_html | POLLUTED | 0.37% | 1.18% |
| css_css-text_white-space_textarea-pre-wrap-014_html | self-pass | 0.03% | 0.49% |
| css_css-text_white-space_trailing-ideographic-space-001_html | POLLUTED | 0.27% | 1.20% |
| css_css-text_white-space_trailing-ideographic-space-002_html | POLLUTED | 0.45% | 1.59% |
| css_css-text_white-space_trailing-ideographic-space-017_html | self-fail | 2.21% | 3.06% |
| css_css-text_white-space_trailing-ideographic-space-018_html | self-fail | 1.95% | 2.81% |
| css_css-text_white-space_trailing-ideographic-space-019_html | self-fail | 1.95% | 2.81% |
| css_css-text_white-space_trailing-ideographic-space-020_html | self-fail | 2.21% | 3.06% |
| css_css-text_white-space_trailing-ideographic-space-021_html | self-fail | 1.95% | 2.81% |
| css_css-text_white-space_trailing-ideographic-space-022_html | self-fail | 1.95% | 2.81% |
| css_css-text_white-space_trailing-ideographic-space-023_html | self-fail | 2.21% | 3.06% |
| css_css-text_white-space_trailing-ideographic-space-024_html | self-fail | 1.95% | 2.81% |
| css_css-text_white-space_trailing-ideographic-space-025_html | self-fail | 1.95% | 2.81% |
| css_css-text_white-space_trailing-ideographic-space-break-spaces-001_html | POLLUTED | 0.22% | 1.47% |
| css_css-text_white-space_trailing-ideographic-space-break-spaces-002_html | POLLUTED | 0.07% | 1.40% |
| css_css-text_white-space_trailing-ideographic-space-break-spaces-003_html | POLLUTED | 0.22% | 1.47% |
| css_css-text_white-space_trailing-ideographic-space-break-spaces-004_html | POLLUTED | 0.04% | 1.42% |
| css_css-text_white-space_trailing-ideographic-space-break-spaces-005_html | POLLUTED | 0.08% | 1.41% |
| css_css-text_white-space_trailing-ideographic-space-break-spaces-006_html | POLLUTED | 0.08% | 1.41% |
| css_css-text_white-space_trailing-ideographic-space-break-spaces-007_html | self-fail | 1.59% | 2.65% |
| css_css-text_white-space_trailing-ideographic-space-break-spaces-008_html | self-fail | 0.90% | 1.78% |
| css_css-text_white-space_trailing-ogham-001_html | POLLUTED | 0.12% | 2.16% |
| css_css-text_white-space_trailing-ogham-002_html | POLLUTED | 0.12% | 2.16% |
| css_css-text_white-space_trailing-ogham-003_html | POLLUTED | 0.00% | 2.14% |
| css_css-text_white-space_trailing-other-space-separators-001_html | self-fail | 5.23% | 1.85% |
| css_css-text_white-space_trailing-other-space-separators-002_html | self-fail | 0.92% | 2.40% |
| css_css-text_white-space_trailing-other-space-separators-003_html | self-fail | 5.23% | 1.85% |
| css_css-text_white-space_trailing-other-space-separators-004_html | self-fail | 5.23% | 1.85% |
| css_css-text_white-space_trailing-other-space-separators-break-spaces-001_html | POLLUTED | 0.23% | 1.21% |
| css_css-text_white-space_trailing-other-space-separators-break-spaces-002_html | POLLUTED | 0.20% | 1.20% |
| css_css-text_white-space_trailing-other-space-separators-break-spaces-003_html | POLLUTED | 0.20% | 1.20% |
| css_css-text_white-space_trailing-other-space-separators-break-spaces-004_html | POLLUTED | 0.17% | 1.17% |
| css_css-text_white-space_trailing-other-space-separators-break-spaces-005_html | POLLUTED | 0.17% | 1.17% |
| css_css-text_white-space_trailing-other-space-separators-break-spaces-006_html | POLLUTED | 0.17% | 1.17% |
| css_css-text_white-space_trailing-other-space-separators-break-spaces-007_html | POLLUTED | 0.17% | 1.17% |
| css_css-text_white-space_trailing-other-space-separators-break-spaces-008_html | POLLUTED | 0.17% | 1.17% |
| css_css-text_white-space_trailing-other-space-separators-break-spaces-009_html | POLLUTED | 0.34% | 1.32% |
| css_css-text_white-space_trailing-other-space-separators-break-spaces-010_html | POLLUTED | 0.20% | 1.20% |
| css_css-text_white-space_trailing-other-space-separators-break-spaces-011_html | POLLUTED | 0.17% | 1.17% |
| css_css-text_white-space_trailing-other-space-separators-break-spaces-012_html | POLLUTED | 0.17% | 1.17% |
| css_css-text_white-space_trailing-other-space-separators-break-spaces-013_html | POLLUTED | 0.34% | 1.32% |
| css_css-text_white-space_trailing-other-space-separators-break-spaces-014_html | POLLUTED | 0.20% | 1.20% |
| css_css-text_white-space_trailing-other-space-separators-break-spaces-015_html | POLLUTED | 0.17% | 1.17% |
| css_css-text_white-space_trailing-space-align-start_tentative_html | self-pass | 0.25% | 0.59% |
| css_css-text_white-space_trailing-space-and-text-alignment-001_html | POLLUTED | 0.00% | 7.01% |
| css_css-text_white-space_trailing-space-and-text-alignment-002_html | POLLUTED | 0.00% | 7.01% |
| css_css-text_white-space_trailing-space-and-text-alignment-003_html | POLLUTED | 0.00% | 7.01% |
| css_css-text_white-space_trailing-space-and-text-alignment-004_html | POLLUTED | 0.00% | 7.01% |
| css_css-text_white-space_trailing-space-and-text-alignment-005_html | POLLUTED | 0.00% | 7.01% |
| css_css-text_white-space_trailing-space-and-text-alignment-rtl-001_html | POLLUTED | 0.00% | 7.01% |
| css_css-text_white-space_trailing-space-and-text-alignment-rtl-002_html | POLLUTED | 0.00% | 7.01% |
| css_css-text_white-space_trailing-space-and-text-alignment-rtl-003_html | POLLUTED | 0.00% | 7.01% |
| css_css-text_white-space_trailing-space-and-text-alignment-rtl-004_html | POLLUTED | 0.00% | 5.34% |
| css_css-text_white-space_trailing-space-and-text-alignment-rtl-005_html | POLLUTED | 0.00% | 7.01% |
| css_css-text_white-space_trailing-space-rtl-001_html | POLLUTED | 0.00% | 1.83% |
| css_css-text_white-space_white-space-applies-to-text-001_html | self-fail | 1.37% | 8.82% |
| css_css-text_white-space_white-space-collapse-discard-001_xht | self-fail | 0.66% | 2.41% |
| css_css-text_white-space_white-space-collapse-preserve-breaks-001_xht | self-fail | 1.86% | 4.10% |
| css_css-text_white-space_white-space-empty-text-sibling_html | self-pass | 0.14% | 0.95% |
| css_css-text_white-space_white-space-intrinsic-size-001_html | self-fail | 5.00% | 5.00% |
| css_css-text_white-space_white-space-intrinsic-size-002_html | POLLUTED | 0.00% | 2.67% |
| css_css-text_white-space_white-space-intrinsic-size-003_html | self-fail | 1.25% | 1.87% |
| css_css-text_white-space_white-space-intrinsic-size-004_html | self-pass | 0.00% | 0.96% |
| css_css-text_white-space_white-space-intrinsic-size-006_html | self-fail | 0.52% | 1.26% |
| css_css-text_white-space_white-space-intrinsic-size-013_html | self-fail | 2.08% | 2.87% |
| css_css-text_white-space_white-space-intrinsic-size-014_html | self-fail | 2.08% | 2.87% |
| css_css-text_white-space_white-space-intrinsic-size-015_html | self-fail | 2.08% | 2.87% |
| css_css-text_white-space_white-space-intrinsic-size-016_html | self-fail | 2.08% | 2.87% |
| css_css-text_white-space_white-space-intrinsic-size-017_html | self-fail | 3.65% | 4.46% |
| css_css-text_white-space_white-space-intrinsic-size-018_html | self-fail | 3.65% | 4.46% |
| css_css-text_white-space_white-space-intrinsic-size-019_html | self-fail | 2.08% | 2.87% |
| css_css-text_white-space_white-space-intrinsic-size-020_html | self-fail | 2.08% | 2.87% |
| css_css-text_white-space_white-space-intrinsic-size-022_html | self-pass | 0.17% | 0.47% |
| css_css-text_white-space_white-space-intrinsic-size-023_html | self-pass | 0.17% | 0.48% |
| css_css-text_white-space_white-space-intrinsic-size-024_html | POLLUTED | 0.20% | 1.54% |
| css_css-text_white-space_white-space-intrinsic-size-025_html | POLLUTED | 0.20% | 1.54% |
| css_css-text_white-space_white-space-letter-spacing-001_html | self-fail | 3.07% | 4.02% |
| css_css-text_white-space_white-space-normal-011_html | self-fail | 2.10% | 4.89% |
| css_css-text_white-space_white-space-nowrap-011_html | self-fail | 0.60% | 6.11% |
| css_css-text_white-space_white-space-pre-011_html | self-fail | 1.47% | 6.31% |
| css_css-text_white-space_white-space-pre-031_html | self-fail | 2.53% | 4.66% |
| css_css-text_white-space_white-space-pre-032_html | self-fail | 2.53% | 4.66% |
| css_css-text_white-space_white-space-pre-034_html | self-fail | 2.53% | 4.67% |
| css_css-text_white-space_white-space-pre-035_html | self-fail | 2.53% | 4.66% |
| css_css-text_white-space_white-space-pre-051_html | self-fail | 8.17% | 8.96% |
| css_css-text_white-space_white-space-pre-052_html | self-fail | 9.24% | 9.22% |
| css_css-text_white-space_white-space-pre-wrap-justify-001_html | self-fail | 0.57% | 3.01% |
| css_css-text_white-space_white-space-pre-wrap-justify-002_html | self-fail | 0.59% | 3.01% |
| css_css-text_white-space_white-space-pre-wrap-justify-003_html | self-fail | 2.06% | 3.25% |
| css_css-text_white-space_white-space-pre-wrap-justify-004_html | self-fail | 2.20% | 3.24% |
| css_css-text_white-space_white-space-pre-wrap-trailing-spaces-001_html | self-pass | 0.07% | 0.94% |
| css_css-text_white-space_white-space-pre-wrap-trailing-spaces-002_html | POLLUTED | 0.00% | 2.24% |
| css_css-text_white-space_white-space-pre-wrap-trailing-spaces-003_html | self-fail | 0.78% | 1.57% |
| css_css-text_white-space_white-space-pre-wrap-trailing-spaces-005_html | self-pass | 0.04% | 0.80% |
| css_css-text_white-space_white-space-pre-wrap-trailing-spaces-007_html | self-pass | 0.04% | 0.80% |
| css_css-text_white-space_white-space-pre-wrap-trailing-spaces-008_html | self-pass | 0.04% | 0.80% |
| css_css-text_white-space_white-space-pre-wrap-trailing-spaces-011_html | self-pass | 0.04% | 0.80% |
| css_css-text_white-space_white-space-pre-wrap-trailing-spaces-021_html | self-fail | 2.51% | 7.28% |
| css_css-text_white-space_white-space-pre-wrap-trailing-spaces-022_html | self-fail | 2.06% | 2.91% |
| css_css-text_white-space_white-space-pre-wrap-trailing-spaces-023_html | self-fail | 2.06% | 2.91% |
| css_css-text_white-space_white-space-trim-discard-inner-001_xht | POLLUTED | 0.13% | 2.00% |
| css_css-text_white-space_white-space-vs-joiners-001_html | POLLUTED | 0.00% | 5.94% |
| css_css-text_white-space_white-space-vs-joiners-002_html | self-pass | 0.12% | 0.54% |
| css_css-text_white-space_white-space-wrap-after-nowrap-001_html | self-fail | 1.51% | 2.02% |
| css_css-text_white-space_white-space-zero-fontsize-001_html | self-pass | 0.22% | 0.57% |
| css_css-text_white-space_white-space-zero-fontsize-002_html | self-pass | 0.08% | 0.57% |
| css_css-text_white-space_ws-break-spaces-applies-to-001_html | POLLUTED | 0.22% | 2.03% |
| css_css-text_white-space_ws-break-spaces-applies-to-002_html | POLLUTED | 0.03% | 1.93% |
| css_css-text_white-space_ws-break-spaces-applies-to-003_html | POLLUTED | 0.07% | 2.48% |
| css_css-text_white-space_ws-break-spaces-applies-to-005_html | POLLUTED | 0.26% | 2.00% |
| css_css-text_white-space_ws-break-spaces-applies-to-006_html | POLLUTED | 0.03% | 2.23% |
| css_css-text_white-space_ws-break-spaces-applies-to-007_html | POLLUTED | 0.42% | 2.27% |
| css_css-text_white-space_ws-break-spaces-applies-to-008_html | POLLUTED | 0.23% | 2.22% |
| css_css-text_white-space_ws-break-spaces-applies-to-009_html | POLLUTED | 0.23% | 2.22% |
| css_css-text_white-space_ws-break-spaces-applies-to-010_html | POLLUTED | 0.23% | 2.22% |
| css_css-text_white-space_ws-break-spaces-applies-to-011_html | POLLUTED | 0.23% | 2.22% |
| css_css-text_white-space_ws-break-spaces-applies-to-012_html | POLLUTED | 0.20% | 2.22% |
| css_css-text_white-space_ws-break-spaces-applies-to-013_html | POLLUTED | 0.20% | 2.22% |
| css_css-text_white-space_ws-break-spaces-applies-to-014_html | POLLUTED | 0.23% | 2.22% |
| css_css-text_white-space_ws-break-spaces-applies-to-015_html | POLLUTED | 0.03% | 1.93% |
| css_css-text_word-break_auto-phrase_word-break-auto-phrase-001_html | self-fail | 0.96% | 3.12% |
| css_css-text_word-break_auto-phrase_word-break-auto-phrase-002_html | POLLUTED | 0.00% | 2.16% |
| css_css-text_word-break_auto-phrase_word-break-auto-phrase-003_html | POLLUTED | 0.40% | 2.87% |
| css_css-text_word-break_auto-phrase_word-break-auto-phrase-004_html | POLLUTED | 0.39% | 2.88% |
| css_css-text_word-break_auto-phrase_word-break-auto-phrase-005_html | POLLUTED | 0.39% | 2.88% |
| css_css-text_word-break_auto-phrase_word-break-auto-phrase-006_html | POLLUTED | 0.15% | 2.59% |
| css_css-text_word-break_auto-phrase_word-break-auto-phrase-007_html | POLLUTED | 0.00% | 1.72% |
| css_css-text_word-break_auto-phrase_word-break-auto-phrase-008_html | POLLUTED | 0.00% | 1.76% |
| css_css-text_word-break_auto-phrase_word-break-auto-phrase-009_html | POLLUTED | 0.00% | 1.68% |
| css_css-text_word-break_auto-phrase_word-break-auto-phrase-fallback-001_html | POLLUTED | 0.00% | 2.05% |
| css_css-text_word-break_auto-phrase_word-break-auto-phrase-fallback-002_html | POLLUTED | 0.00% | 1.98% |
| css_css-text_word-break_auto-phrase_word-break-auto-phrase-fallback-003_html | POLLUTED | 0.00% | 2.29% |
| css_css-text_word-break_auto-phrase_word-break-auto-phrase-intrinsic-001_html | self-pass | 0.20% | 0.30% |
| css_css-text_word-break_auto-phrase_word-break-auto-phrase-overflow-001_html | self-pass | 0.39% | 0.49% |
| css_css-text_word-break_auto-phrase_word-break-auto-phrase-wbr-nobr-001_html | self-pass | 0.16% | 0.20% |
| css_css-text_word-break_auto-phrase_word-break-auto-phrase-wbr-nobr-002_html | self-pass | 0.35% | 0.50% |
| css_css-text_word-break_break-boundary-2-chars-001_html | self-fail | 0.78% | 1.54% |
| css_css-text_word-break_break-boundary-2-chars-002_html | self-fail | 1.00% | 1.08% |
| css_css-text_word-break_word-break-break-all-000_html | self-fail | 2.14% | 4.75% |
| css_css-text_word-break_word-break-break-all-001_html | self-fail | 1.47% | 3.63% |
| css_css-text_word-break_word-break-break-all-002_html | self-fail | 1.81% | 4.24% |
| css_css-text_word-break_word-break-break-all-003_html | POLLUTED | 0.36% | 2.32% |
| css_css-text_word-break_word-break-break-all-004_html | self-fail | 2.66% | 3.63% |
| css_css-text_word-break_word-break-break-all-005_html | POLLUTED | 0.37% | 2.43% |
| css_css-text_word-break_word-break-break-all-006_html | POLLUTED | 0.37% | 2.59% |
| css_css-text_word-break_word-break-break-all-007_html | POLLUTED | 0.37% | 3.44% |
| css_css-text_word-break_word-break-break-all-008_html | POLLUTED | 0.37% | 2.68% |
| css_css-text_word-break_word-break-break-all-010_html | self-fail | 1.03% | 1.91% |
| css_css-text_word-break_word-break-break-all-011_html | self-fail | 0.85% | 1.74% |
| css_css-text_word-break_word-break-break-all-012_html | self-fail | 0.86% | 1.75% |
| css_css-text_word-break_word-break-break-all-013_html | self-fail | 0.85% | 1.74% |
| css_css-text_word-break_word-break-break-all-014_html | POLLUTED | 0.00% | 1.14% |
| css_css-text_word-break_word-break-break-all-015_html | self-fail | 1.08% | 1.97% |
| css_css-text_word-break_word-break-break-all-016_html | self-fail | 0.86% | 1.74% |
| css_css-text_word-break_word-break-break-all-017_html | self-fail | 2.54% | 3.38% |
| css_css-text_word-break_word-break-break-all-018_html | self-fail | 1.26% | 2.14% |
| css_css-text_word-break_word-break-break-all-019_html | self-fail | 0.86% | 1.74% |
| css_css-text_word-break_word-break-break-all-020_html | self-fail | 0.88% | 2.46% |
| css_css-text_word-break_word-break-break-all-021_html | self-fail | 1.52% | 2.40% |
| css_css-text_word-break_word-break-break-all-022_html | self-fail | 1.16% | 2.04% |
| css_css-text_word-break_word-break-break-all-023_html | self-fail | 0.86% | 1.74% |
| css_css-text_word-break_word-break-break-all-024_html | self-fail | 0.78% | 1.66% |
| css_css-text_word-break_word-break-break-all-025_html | self-fail | 0.94% | 1.83% |
| css_css-text_word-break_word-break-break-all-026_html | self-fail | 0.86% | 1.74% |
| css_css-text_word-break_word-break-break-all-027_html | self-fail | 0.94% | 1.83% |
| css_css-text_word-break_word-break-break-all-028_html | self-fail | 0.78% | 1.67% |
| css_css-text_word-break_word-break-break-all-029_html | self-fail | 0.81% | 1.83% |
| css_css-text_word-break_word-break-break-all-030_html | self-fail | 1.74% | 2.57% |
| css_css-text_word-break_word-break-break-all-031_html | self-fail | 0.82% | 2.15% |
| css_css-text_word-break_word-break-break-all-032_html | self-fail | 1.19% | 3.32% |
| css_css-text_word-break_word-break-break-all-062_html | self-fail | 2.01% | 6.26% |
| css_css-text_word-break_word-break-break-all-ethiopic_html | self-pass | 0.00% | 0.86% |
| css_css-text_word-break_word-break-break-all-inline-001_html | POLLUTED | 0.34% | 1.10% |
| css_css-text_word-break_word-break-break-all-inline-002_html | POLLUTED | 0.28% | 1.05% |
| css_css-text_word-break_word-break-break-all-inline-003_html | POLLUTED | 0.26% | 1.08% |
| css_css-text_word-break_word-break-break-all-inline-004_tentative_html | POLLUTED | 0.26% | 1.08% |
| css_css-text_word-break_word-break-break-all-inline-005_html | POLLUTED | 0.44% | 1.27% |
| css_css-text_word-break_word-break-break-all-inline-007_tentative_html | POLLUTED | 0.37% | 1.25% |
| css_css-text_word-break_word-break-break-all-inline-008_html | self-fail | 1.40% | 2.24% |
| css_css-text_word-break_word-break-break-all-inline-009_html | self-fail | 2.09% | 2.92% |
| css_css-text_word-break_word-break-break-all-inline-010_tentative_html | self-fail | 1.97% | 3.29% |
| css_css-text_word-break_word-break-break-word-overflow-wrap-interactions_html | POLLUTED | 0.17% | 1.72% |
| css_css-text_word-break_word-break-keep-all-000_html | self-fail | 1.38% | 3.50% |
| css_css-text_word-break_word-break-keep-all-001_html | self-fail | 2.76% | 4.44% |
| css_css-text_word-break_word-break-keep-all-002_html | self-fail | 2.36% | 3.99% |
| css_css-text_word-break_word-break-keep-all-003_html | POLLUTED | 0.36% | 2.00% |
| css_css-text_word-break_word-break-keep-all-005_html | POLLUTED | 0.03% | 1.28% |
| css_css-text_word-break_word-break-keep-all-006_html | POLLUTED | 0.03% | 1.28% |
| css_css-text_word-break_word-break-keep-all-007_html | POLLUTED | 0.12% | 1.34% |
| css_css-text_word-break_word-break-keep-all-008_html | POLLUTED | 0.12% | 1.34% |
| css_css-text_word-break_word-break-keep-all-009_html | self-fail | 0.77% | 2.08% |
| css_css-text_word-break_word-break-keep-all-010_html | self-fail | 1.11% | 3.15% |
| css_css-text_word-break_word-break-keep-all-011_html | self-fail | 3.01% | 5.21% |
| css_css-text_word-break_word-break-keep-all-063_html | self-fail | 1.64% | 6.22% |
| css_css-text_word-break_word-break-keep-all-u002d_html | self-pass | 0.00% | 0.35% |
| css_css-text_word-break_word-break-manual-001_html | POLLUTED | 0.00% | 2.86% |
| css_css-text_word-break_word-break-min-content-001_html | POLLUTED | 0.33% | 1.24% |
| css_css-text_word-break_word-break-min-content-002_html | POLLUTED | 0.00% | 1.12% |
| css_css-text_word-break_word-break-min-content-003_html | self-fail | 1.93% | 2.73% |
| css_css-text_word-break_word-break-min-content-004_html | self-fail | 1.28% | 2.16% |
| css_css-text_word-break_word-break-min-content-005_html | POLLUTED | 0.02% | 1.12% |
| css_css-text_word-break_word-break-min-content-006_html | self-fail | 0.85% | 1.01% |
| css_css-text_word-break_word-break-min-content-007_html | self-pass | 0.17% | 1.00% |
| css_css-text_word-break_word-break-normal-001_html | self-fail | 1.56% | 3.54% |
| css_css-text_word-break_word-break-normal-002_html | POLLUTED | 0.00% | 2.87% |
| css_css-text_word-break_word-break-normal-003_html | POLLUTED | 0.00% | 2.87% |
| css_css-text_word-break_word-break-normal-ar-000_html | self-fail | 1.11% | 3.20% |
| css_css-text_word-break_word-break-normal-bo-000_html | self-fail | 0.63% | 2.91% |
| css_css-text_word-break_word-break-normal-en-000_html | self-fail | 1.38% | 3.50% |
| css_css-text_word-break_word-break-normal-ethiopic_html | POLLUTED | 0.00% | 1.36% |
| css_css-text_word-break_word-break-normal-hi-000_html | self-fail | 0.63% | 2.98% |
| css_css-text_word-break_word-break-normal-ja-000_html | self-fail | 2.14% | 4.75% |
| css_css-text_word-break_word-break-normal-ja-001_html | self-fail | 1.42% | 3.29% |
| css_css-text_word-break_word-break-normal-ja-002_html | self-fail | 1.29% | 2.89% |
| css_css-text_word-break_word-break-normal-ja-004_html | self-fail | 2.17% | 4.80% |
| css_css-text_word-break_word-break-normal-km-000_html | POLLUTED | 0.36% | 3.07% |
| css_css-text_word-break_word-break-normal-ko-000_html | self-fail | 1.81% | 4.24% |
| css_css-text_word-break_word-break-normal-lo-000_html | self-fail | 2.33% | 4.63% |
| css_css-text_word-break_word-break-normal-my-000_html | POLLUTED | 0.36% | 3.65% |
| css_css-text_word-break_word-break-normal-tdd-000_html | POLLUTED | 0.36% | 2.21% |
| css_css-text_word-break_word-break-normal-th-000_html | POLLUTED | 0.36% | 2.32% |
| css_css-text_word-break_word-break-normal-th-001_html | POLLUTED | 0.00% | 2.87% |
| css_css-text_word-break_word-break-normal-zh-000_html | self-fail | 2.46% | 5.39% |
| css_css-text_word-space-transform_word-space-transform-001_html | POLLUTED | 0.21% | 1.17% |
| css_css-text_word-space-transform_word-space-transform-002_html | self-pass | 0.15% | 0.95% |
| css_css-text_word-space-transform_word-space-transform-003_html | self-fail | 0.56% | 1.89% |
| css_css-text_word-space-transform_word-space-transform-004_html | self-pass | 0.15% | 0.94% |
| css_css-text_word-space-transform_word-space-transform-005_html | self-pass | 0.19% | 0.95% |
| css_css-text_word-space-transform_word-space-transform-006_html | self-pass | 0.19% | 0.96% |
| css_css-text_word-space-transform_word-space-transform-007_html | POLLUTED | 0.47% | 1.61% |
| css_css-text_word-space-transform_word-space-transform-008_html | POLLUTED | 0.47% | 1.66% |
| css_css-text_word-space-transform_word-space-transform-009_html | POLLUTED | 0.37% | 1.47% |
| css_css-text_word-space-transform_word-space-transform-010_html | self-fail | 2.05% | 8.51% |
