# 交叉验证：ZeroWeb 同源 vs chromium Oracle（DC-14）
# dump: $HOME/work/ZeroWeb/target/reftest-dump
# oracle: $HOME/work/ZeroWeb/tests/wpt-runner/oracle-shots
# 阈值: chan>5, 同源通过<0.50%, Oracle不一致>1.00%

| safe_id | 判定 | z_vs_ref | z_vs_chr |
| css_css-flexbox_flexbox-definite-sizes-003_html | self-fail | 1.32% | 1.34% |
| css_css-flexbox_flexbox-definite-sizes-004_html | self-fail | 1.32% | 1.34% |
| css_css-flexbox_flexbox-definite-sizes-005_html | self-fail | 2.59% | 10.17% |
| css_css-flexbox_flexbox-definite-sizes-006_html | self-pass | 0.00% | 0.67% |
| css_css-flexbox_flexbox-dyn-resize-001_html | self-fail | 0.51% | 1.46% |
| css_css-flexbox_flexbox-flex-basis-content-001a_html | self-fail | 0.68% | 1.24% |
| css_css-flexbox_flexbox-flex-basis-content-001b_html | self-fail | 0.68% | 1.24% |
| css_css-flexbox_flexbox-flex-basis-content-002a_html | self-fail | 0.66% | 1.45% |
| css_css-flexbox_flexbox-flex-basis-content-002b_html | self-fail | 0.66% | 1.45% |
| css_css-flexbox_flexbox-flex-basis-content-003a_html | self-fail | 4.44% | 1.10% |
| css_css-flexbox_flexbox-flex-basis-content-003b_html | self-fail | 4.44% | 1.10% |
| css_css-flexbox_flexbox-flex-basis-content-004a_html | self-fail | 4.77% | 0.72% |
| css_css-flexbox_flexbox-flex-basis-content-004b_html | self-fail | 4.77% | 0.72% |
| css_css-flexbox_flexbox-flex-direction-column-percentage-ignored_html | self-pass | 0.00% | 0.13% |
| css_css-flexbox_flexbox-flex-flow-001_html | self-fail | 1.41% | 23.29% |
| css_css-flexbox_flexbox-flex-flow-002_html | self-fail | 1.16% | 23.09% |
| css_css-flexbox_flexbox-flex-wrap-flexing-002_html | self-pass | 0.00% | 0.67% |
| css_css-flexbox_flexbox-flex-wrap-flexing-003_html | self-pass | 0.00% | 0.67% |
| css_css-flexbox_flexbox-flex-wrap-flexing_html | self-pass | 0.00% | 0.79% |
| css_css-flexbox_flexbox-flex-wrap-horiz-001_html | self-pass | 0.08% | 0.46% |
| css_css-flexbox_flexbox-flex-wrap-horiz-002_html | self-fail | 0.79% | 0.55% |
| css_css-flexbox_flexbox-flex-wrap-vert-001_html | self-pass | 0.07% | 0.55% |
| css_css-flexbox_flexbox-flex-wrap-vert-002_html | self-pass | 0.43% | 0.61% |
| css_css-flexbox_flexbox-gap-position-absolute_html | POLLUTED | 0.06% | 3.01% |
| css_css-flexbox_flexbox-iframe-intrinsic-size-001_html | POLLUTED | 0.00% | 1.28% |
| css_css-flexbox_flexbox-items-as-stacking-contexts-002_html | self-fail | 2.09% | 3.19% |
| css_css-flexbox_flexbox-items-as-stacking-contexts-003_html | self-pass | 0.03% | 0.00% |
| css_css-flexbox_flexbox-min-height-auto-001_html | self-fail | 4.91% | 4.84% |
| css_css-flexbox_flexbox-min-height-auto-002a_html | self-fail | 0.51% | 0.61% |
| css_css-flexbox_flexbox-min-height-auto-002b_html | self-pass | 0.04% | 0.88% |
| css_css-flexbox_flexbox-min-height-auto-002c_html | self-fail | 0.51% | 0.61% |
| css_css-flexbox_flexbox-min-width-auto-001_html | self-pass | 0.00% | 0.42% |
| css_css-flexbox_flexbox-min-width-auto-002a_html | self-pass | 0.22% | 0.61% |
| css_css-flexbox_flexbox-min-width-auto-002b_html | self-fail | 0.58% | 1.30% |
| css_css-flexbox_flexbox-min-width-auto-002c_html | self-pass | 0.22% | 0.61% |
| css_css-flexbox_flexbox-min-width-auto-003_html | self-pass | 0.00% | 0.44% |
| css_css-flexbox_flexbox-min-width-auto-004_html | self-fail | 1.53% | 1.73% |
| css_css-flexbox_flexbox-min-width-auto-005_html | self-fail | 1.75% | 2.43% |
| css_css-flexbox_flexbox-min-width-auto-006_html | self-fail | 3.33% | 4.64% |
| css_css-flexbox_flexbox-order-only-flexitems_html | POLLUTED | 0.00% | 1.20% |
| css_css-flexbox_flexbox-overflow-horiz-001_html | self-fail | 8.61% | 0.74% |
| css_css-flexbox_flexbox-overflow-horiz-002_html | self-pass | 0.00% | 0.00% |
| css_css-flexbox_flexbox-overflow-horiz-003_html | self-pass | 0.00% | 0.00% |
| css_css-flexbox_flexbox-overflow-horiz-004_html | self-pass | 0.00% | 0.00% |
| css_css-flexbox_flexbox-overflow-horiz-005_html | self-pass | 0.00% | 0.00% |
| css_css-flexbox_flexbox-overflow-padding-001_html | POLLUTED | 0.31% | 1.14% |
| css_css-flexbox_flexbox-overflow-padding-002_html | self-fail | 0.52% | 1.35% |
| css_css-flexbox_flexbox-overflow-vert-001_html | self-pass | 0.00% | 0.74% |
| css_css-flexbox_flexbox-overflow-vert-002_html | self-pass | 0.00% | 0.00% |
| css_css-flexbox_flexbox-overflow-vert-003_html | self-pass | 0.00% | 0.00% |
| css_css-flexbox_flexbox-overflow-vert-004_html | self-pass | 0.00% | 0.00% |
| css_css-flexbox_flexbox-overflow-vert-005_html | self-pass | 0.00% | 0.00% |
| css_css-flexbox_flexbox-paint-ordering-003_html | self-pass | 0.00% | 0.00% |
| css_css-flexbox_flexbox-root-node-001a_html | self-pass | 0.07% | 0.14% |
| css_css-flexbox_flexbox-root-node-001b_html | self-pass | 0.07% | 0.14% |
| css_css-flexbox_flexbox-safe-overflow-position-001_html | self-fail | 1.40% | 1.40% |
| css_css-flexbox_flexbox-safe-overflow-position-002_html | self-pass | 0.00% | 0.83% |
| css_css-flexbox_flexbox-safe-overflow-position-003_html | POLLUTED | 0.38% | 1.20% |
| css_css-flexbox_flexbox-safe-overflow-position-004_html | POLLUTED | 0.42% | 1.18% |
| css_css-flexbox_flexbox-safe-overflow-position-005_html | self-pass | 0.00% | 0.83% |
| css_css-flexbox_flexbox-safe-overflow-position-006_html | self-fail | 3.75% | 4.58% |
| css_css-flexbox_flexbox-single-line-clamp-1_html | self-pass | 0.00% | 0.00% |
| css_css-flexbox_flexbox-single-line-clamp-2_html | self-pass | 0.00% | 0.00% |
| css_css-flexbox_flexbox-single-line-clamp-3_html | self-pass | 0.00% | 0.00% |
| css_css-flexbox_flexbox-vert-lr-with-img_html | POLLUTED | 0.00% | 2.72% |
| css_css-flexbox_flexbox-with-multi-column-property_html | self-fail | 1.00% | 1.62% |
| css_css-flexbox_flexbox-with-pseudo-elements-001_html | self-pass | 0.23% | 0.39% |
| css_css-flexbox_flexbox-with-pseudo-elements-002_html | self-fail | 0.51% | 5.28% |
| css_css-flexbox_flexbox-with-pseudo-elements-003_html | self-pass | 0.26% | 0.39% |
| css_css-flexbox_flexbox-writing-mode-001_html | self-pass | 0.20% | 0.00% |
| css_css-flexbox_flexbox-writing-mode-002_html | self-fail | 2.15% | 2.18% |
| css_css-flexbox_flexbox-writing-mode-003_html | self-fail | 1.55% | 1.63% |
| css_css-flexbox_flexbox-writing-mode-004_html | self-fail | 2.07% | 2.00% |
| css_css-flexbox_flexbox-writing-mode-005_html | self-fail | 2.15% | 2.16% |
| css_css-flexbox_flexbox-writing-mode-006_html | self-fail | 2.04% | 2.02% |
| css_css-flexbox_flexbox-writing-mode-007_html | self-pass | 0.10% | 0.00% |
| css_css-flexbox_flexbox-writing-mode-008_html | self-pass | 0.07% | 0.17% |
| css_css-flexbox_flexbox-writing-mode-009_html | self-fail | 1.00% | 1.03% |
| css_css-flexbox_flexbox-writing-mode-010_html | self-fail | 7.25% | 8.11% |
| css_css-flexbox_flexbox-writing-mode-011_html | self-fail | 26.21% | 10.34% |
| css_css-flexbox_flexbox-writing-mode-012_html | self-fail | 27.60% | 10.59% |
| css_css-flexbox_flexbox-writing-mode-013_html | self-fail | 8.95% | 9.28% |
| css_css-flexbox_flexbox-writing-mode-014_html | self-fail | 0.50% | 11.25% |
| css_css-flexbox_flexbox-writing-mode-015_html | self-fail | 0.50% | 11.10% |
| css_css-flexbox_flexbox-writing-mode-016_html | POLLUTED | 0.00% | 2.85% |
| css_css-flexbox_flexbox-writing-mode-slr-row-mix_html | self-fail | 6.67% | 6.13% |
| css_css-flexbox_flexbox-writing-mode-slr-rtl_html | self-fail | 1.13% | 1.00% |
| css_css-flexbox_flexbox-writing-mode-slr_html | self-fail | 2.00% | 2.00% |
| css_css-flexbox_flexbox-writing-mode-srl-row-mix_html | self-fail | 6.44% | 6.15% |
| css_css-flexbox_flexbox-writing-mode-srl-rtl_html | self-fail | 1.13% | 1.00% |
| css_css-flexbox_flexbox-writing-mode-srl_html | self-fail | 2.03% | 2.00% |
| css_css-flexbox_flexbox_align-content-center_html | self-pass | 0.17% | 0.14% |
| css_css-flexbox_flexbox_align-content-flexend_html | self-fail | 3.88% | 3.90% |
| css_css-flexbox_flexbox_align-content-flexstart_html | self-fail | 0.94% | 0.92% |
| css_css-flexbox_flexbox_align-content-spacearound_html | self-pass | 0.20% | 0.11% |
| css_css-flexbox_flexbox_align-content-spacebetween_html | self-pass | 0.20% | 0.11% |
| css_css-flexbox_flexbox_align-content-stretch-2_html | self-pass | 0.19% | 0.11% |
| css_css-flexbox_flexbox_align-content-stretch_html | self-pass | 0.20% | 0.11% |
| css_css-flexbox_flexbox_align-items-baseline_html | self-fail | 1.97% | 1.82% |
| css_css-flexbox_flexbox_align-items-center-2_html | self-pass | 0.22% | 0.20% |
| css_css-flexbox_flexbox_align-items-center-3_html | self-pass | 0.00% | 0.67% |
| css_css-flexbox_flexbox_align-items-center_html | self-pass | 0.20% | 0.20% |
| css_css-flexbox_flexbox_align-items-flexend-2_html | self-pass | 0.21% | 0.23% |
| css_css-flexbox_flexbox_align-items-flexend_html | self-pass | 0.18% | 0.28% |
| css_css-flexbox_flexbox_align-items-flexstart-2_html | self-pass | 0.21% | 0.17% |
| css_css-flexbox_flexbox_align-items-flexstart_html | self-pass | 0.18% | 0.22% |
| css_css-flexbox_flexbox_align-items-stretch-2_html | self-pass | 0.00% | 0.04% |
| css_css-flexbox_flexbox_align-items-stretch-3_html | self-fail | 2.08% | 2.87% |
| css_css-flexbox_flexbox_align-items-stretch-4_html | self-fail | 2.08% | 2.89% |
| css_css-flexbox_flexbox_align-items-stretch_html | self-pass | 0.26% | 0.11% |
| css_css-flexbox_flexbox_align-self-auto_html | self-pass | 0.18% | 0.28% |
| css_css-flexbox_flexbox_align-self-baseline_html | self-pass | 0.22% | 0.20% |
| css_css-flexbox_flexbox_align-self-center_html | self-pass | 0.20% | 0.20% |
| css_css-flexbox_flexbox_align-self-flexend_html | self-pass | 0.18% | 0.22% |
| css_css-flexbox_flexbox_align-self-flexstart_html | self-pass | 0.18% | 0.28% |
| css_css-flexbox_flexbox_align-self-stretch_html | self-pass | 0.24% | 0.20% |
| css_css-flexbox_flexbox_block_html | self-pass | 0.00% | 0.00% |
| css_css-flexbox_flexbox_box-clear_html | POLLUTED | 0.35% | 9.20% |
| css_css-flexbox_flexbox_columns-flexitems-2_html | POLLUTED | 0.00% | 3.57% |
| css_css-flexbox_flexbox_columns-flexitems_html | POLLUTED | 0.00% | 3.28% |
| css_css-flexbox_flexbox_direction-column-reverse_html | POLLUTED | 0.28% | 1.75% |
| css_css-flexbox_flexbox_direction-column_html | POLLUTED | 0.28% | 1.75% |
| css_css-flexbox_flexbox_direction-row-reverse_html | self-fail | 39.87% | 21.50% |
| css_css-flexbox_flexbox_display_html | self-fail | 25.03% | 24.84% |
| css_css-flexbox_flexbox_fbfc2_html | self-pass | 0.00% | 0.70% |
| css_css-flexbox_flexbox_fbfc_html | self-fail | 13.43% | 13.64% |
| css_css-flexbox_flexbox_first-line_html | self-fail | 13.61% | 5.12% |
| css_css-flexbox_flexbox_flex-0-0-0-unitless_html | POLLUTED | 0.09% | 1.20% |
| css_css-flexbox_flexbox_flex-0-0-0_html | POLLUTED | 0.09% | 1.20% |
| css_css-flexbox_flexbox_flex-0-0-1-unitless-basis_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-0-0-N-shrink_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-0-0-N-unitless-basis_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-0-0-N_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-0-0-Npercent-shrink_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-0-0-Npercent_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-0-0-auto-shrink_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-0-0-auto_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-0-0_html | POLLUTED | 0.09% | 1.20% |
| css_css-flexbox_flexbox_flex-0-1-0-unitless_html | POLLUTED | 0.09% | 1.20% |
| css_css-flexbox_flexbox_flex-0-1-0_html | POLLUTED | 0.09% | 1.20% |
| css_css-flexbox_flexbox_flex-0-1-1-unitless-basis_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-0-1-N-shrink_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-0-1-N-unitless-basis_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-0-1-N_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-0-1-Npercent-shrink_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-0-1-Npercent_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-0-1-auto-shrink_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-0-1-auto_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-0-1_html | POLLUTED | 0.09% | 1.20% |
| css_css-flexbox_flexbox_flex-0-N-0-unitless_html | POLLUTED | 0.09% | 1.20% |
| css_css-flexbox_flexbox_flex-0-N-0_html | POLLUTED | 0.09% | 1.20% |
| css_css-flexbox_flexbox_flex-0-N-N-shrink_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-0-N-N_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-0-N-Npercent-shrink_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-0-N-Npercent_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-0-N-auto-shrink_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-0-N-auto_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-0-N_html | POLLUTED | 0.09% | 1.20% |
| css_css-flexbox_flexbox_flex-0-auto_html | self-pass | 0.16% | 0.41% |
| css_css-flexbox_flexbox_flex-1-0-0-unitless_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-1-0-0_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-1-0-N-shrink_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-1-0-N_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-1-0-Npercent-shrink_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-1-0-Npercent_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-1-0-auto-shrink_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-1-0-auto_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-1-0_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-1-1-0-unitless_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-1-1-0_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-1-1-N-shrink_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-1-1-N_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-1-1-Npercent-shrink_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-1-1-Npercent_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-1-1-auto-shrink_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-1-1-auto_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-1-1_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-1-N-0-unitless_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-1-N-0_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-1-N-N-shrink_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-1-N-N_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-1-N-Npercent-shrink_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-1-N-Npercent_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-1-N-auto-shrink_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-1-N-auto_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-1-N_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-N-0-0-unitless_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-N-0-0_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-N-0-N-shrink_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-N-0-N_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-N-0-Npercent-shrink_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-N-0-Npercent_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-N-0-auto-shrink_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-N-0-auto_html | self-pass | 0.05% | 0.17% |
| css_css-flexbox_flexbox_flex-N-0_html | self-pass | 0.05% | 0.17% |

## 汇总
- 对比用例数: 497
- 同源通过（ZeroWeb vs ref）: 327
- **污染（同源通过但 chromium 不一致）: 104**
- 污染率（占同源通过）: 31.8%

## 按目录分解
| 目录 | 对比 | 同源通过 | 污染 | 污染率 |
|------|------|---------|------|--------|
| css/css-flexbox | 497 | 327 | 104 | 32% |

⚠️ 污染 = 被 ZeroWeb 判为通过、但与 chromium 独立 Oracle 不一致的用例。
   这是同源通过率里水分的上界估计（chan>5, Oracle>1.0%）。
